"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Pass.Break.Up","Lined.up.in.Press.Coverage","Interception","Average.Depth.of.Tackle","Receiving.Yards.per.Coverage.Target","Drops...Off.Targets.Receptions.Forced","Average.Depth.of.Target.per.Coverage","Pass.Stop","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Pass.Plays","Assist.on.Pass.Plays","Missed.Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Dropped.Int","Touchdowns.Allowed","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Run.Tackle.for.Losss.or.No.Gain","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Beaten.Defender","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interceptions"
"JIQUAVIOUS MARSHALL","LIBERTY",31,35.55,"D",61.8,62.3,59.1,NA,3,0,0,0,NA,0,16,4.8,2,6.3,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,1,0,2,0.5,19,1,0,0,0,0,0,0.25,0,0,0.333,0,4,0,2,0,0
"JADEN MICKEY","BOISE ST",39,35.54,"D",57.4,60.6,46.5,NA,1,0,0,1,NA,0,0,7.9,4,23,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,3,2,2,0.286,55,1,1,0,0,0.08,0,0.143,0,0.143,1,0,2,0,2,0,0
"ANGELO STOCKSTILL","KENT STATE",30,35.07,"D",64.2,63.4,62.7,NA,2,0,0,0,NA,0,0,9,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"ANTHONY BENFORD II","N TEXAS",18,34.75,"D",62.4,64.1,57.9,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,2,0,0
"KADEN COOK","JVILLE ST",25,34.62,"D",54.3,51.5,61.3,NA,2,1,0,0,NA,0,7,0,0,5,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"ANTHONY MATTISON","MO STATE",44,34.56,"D",54.9,58.4,57.5,45.2,3,1,0,1,NA,0,0,9.3,0,13,0,1,1,0,1,1,0,0,25,1,0,0,0,0,0,0,0,0,0.4,0,0,1,1,4,2,1,2,0.667,28,1,1,0,0,0.059,0,0.333,0,0.333,0.5,0.333,5,0,2,0,0
"CAM'RON BARBER","W MICHIGAN",20,34.47,"D",56.8,56.1,60.9,NA,NA,0,0,0,NA,0,0,0,1,15,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ZION JONES","NEVADA",71,34.01,"D",56,54.3,61.8,59.8,3,1,0,0,NA,0,9,7.8,1,11.8,0,2,0,0,0,1,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,3,0,2,0.5,31,2,0,0,0,0.063,0,0.5,0,0,0,0,3,0,2,0,0
"WILL YATES","BALL ST",47,33.93,"D",58.8,57.9,61.5,NA,5,0,1,0,NA,0,17.67,6.7,0,9,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.167,1,0,0,0,3,2,0,2,0.667,20,1,0,0,0,0,0,0.333,0,0,0.25,0,6,0,5,0,0
"JAYLEN MOSON","S ALABAMA",61,33.92,"D",56.3,55.3,63.4,NA,4,0,1,0,NA,0,0,5.9,2,15.1,1,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,0.5,47,3,1,0,0,0.048,0,0.375,0,0.125,0,0,4,0,4,0,0
"SHEMAR WELCH","TROY",31,33.81,"D",59.6,59.6,62.4,56,NA,0,0,0,NA,0,0,6,1,19.5,NA,0,NA,NA,NA,NA,1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.5,12,1,0,0,0,0,0,0.5,0,0,NA,NA,NA,0,0,0,0
"DERON RUSSELL","N DAK ST",24,33.62,"D",58.1,58.4,61.1,57.2,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2,0,NA
"CAMEREN JENKINS","N TEXAS",31,33.11,"D",62.2,67.8,49.7,58.6,0,0,0,1,NA,0,0,4,1,3.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0.333,12,1,1,0,0,0,0,0.333,0,0.333,1,0,1,0,2,0,0
"DONTRAE HENDERSON","ARK STATE",68,32.77,"D",69.4,68.8,66.8,NA,NA,0,0,0,NA,0,0,20.3,1,12.7,NA,2,NA,NA,NA,NA,0,1,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,2,0.667,61,2,0,0,0,0.059,0,0.667,0,0,NA,NA,NA,0,2,0,0
"RUNYE NORTON","S JOSE ST",17,32.68,"D",58.7,58.3,60,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"JAQUARI BROWN","GA SOUTHRN",16,32.62,"D",54.4,53.8,60.2,NA,NA,0,0,0,NA,0,0,0,0,33,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"DEREK FIELDS","BALL ST",26,32.54,"D",59,54.8,69.6,NA,2,0,1,0,NA,0,1,7.8,1,8.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,3,0.75,31,2,0,0,0,0,0,0.5,0,0,0,0,2,0,1,0,0
"DAVION PRITCHARD","KENT STATE",17,32.16,"D",54.6,65.5,40,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"E'ZAIAH SHINE","TULANE",46,32.1,"D",57.9,56.7,63,NA,3,0,2,0,NA,0,0,6.6,2,9.6,2,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,3,0,5,0.714,46,2,0,0,0,0.037,0,0.286,0,0,0,0.25,4,0,3,0,0
"TREY GLASPER","OREGON ST",24,31.91,"D",55.3,54.4,61.5,NA,3,1,0,1,NA,0,0,17,0,14.5,0,2,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,0.75,68,3,1,0,0,0.154,0,0.75,0,0.25,0,0,3,0,2,0,0
"CAIDEN NEWSOME","AKRON",38,31.88,"D",58.9,65.7,40.2,NA,3,0,1,0,NA,0,8,2,2,18.7,1,0,0,0,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,4,2,2,1,0.333,6,1,0,0,1,0,0.333,0.333,0,0,0.667,0,5,0,1,0,0
"JAQUISE ALEXANDER","DELAWARE",29,31.71,"D",63.1,62.3,62.6,NA,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,0,0
"DONAVAN PHILORD","C MICHIGAN",30,31.51,"D",61.1,59.4,65,NA,3,2,0,0,NA,0,0,27,0,27,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,27,1,0,0,1,0.053,1,1,0,0,0,0,3,0,1,0,0
"LIAM LINDO","N ILLINOIS",33,31.37,"D",58,50.6,74.2,65.4,6,1,0,0,NA,0,14,12.8,0,12.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,5,0.833,77,2,0,0,0,0.053,0,0.333,0,0,0,0,6,0,4,0,0
"JAYVON HENDERSON","S ALABAMA",56,31.27,"D",52,50.7,62.9,NA,3,0,1,1,NA,0,0,7.8,1,15.6,1,1,1,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,6,6,2,3,0.6,39,2,1,0,0,0.026,0,0.4,0,0.2,0,0.25,4,0,3,0,0
"ZACH MORRIS","UTSA",18,30.87,"D",66.1,65.8,60,NA,1,0,0,0,NA,0,0,15,0,-4,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,1,0,0,0,0.077,0,1,0,0,0,0,1,0,1,0,0
"KESHAWN DAVILA","N TEXAS",28,30.32,"D",60.5,59.4,49.8,60,3,0,2,0,NA,0,0,6.5,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.25,1,1,0,0,3,2,1,2,1,13,2,0,0,0,0,0,1,0,0,0.5,0,4,0,4,0,0
"ROMAN TILLMON","BOISE ST",37,30.25,"D",51,46.1,64.3,55.6,1,0,1,0,NA,0,14,6,1,19.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,0.333,18,1,1,0,0,0.059,0,0.333,0,0.333,0,0,1,0,0,0,0
"TAI TERRELL","TROY",37,30.01,"D",60.2,57.7,66.6,NA,3,0,0,0,NA,0,10,9,0,11.8,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0.75,36,2,0,0,0,0.056,0,0.5,0,0,0,0,3,0,3,0,0
"MACHO STEVENSON","TULANE",29,29.73,"D",58.4,60.1,55.5,NA,NA,0,0,0,NA,0,0,16.5,0,28,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,2,1,1,1,0.5,33,1,1,0,0,0.083,0,0.5,0,0.5,NA,NA,NA,0,0,0,0
"JORDON THOMAS","W MICHIGAN",39,29.44,"D",63.6,59,64,72.8,2,0,0,0,NA,0,0,22,0,18,0,1,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,22,1,0,0,0,0.067,0,1,0,0,0,0,2,0,0,0,0
"TYSON SHAMSID-DEEN","WYOMING",33,29.35,"D",54.2,62.1,47.7,NA,2,1,0,0,NA,0,2,0,0,0,0,0,0,0,2,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0,2,0,0
"HERLIN PERRY JR.","USF",40,29.21,"D",58.1,56.3,65.2,NA,3,1,0,0,NA,0,0,12.7,0,12.7,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,1,38,1,0,0,0,0.045,0,0.333,0,0,0,0,3,0,2,0,0
"JAYDEN ROBERTSON","S JOSE ST",52,28.6,"D",54.5,55.5,53.4,NA,2,0,0,1,NA,0,9,8,1,13.4,0,2,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,4,3,1,3,0.6,40,2,1,0,0,0.091,0,0.4,0,0.2,0.5,0,3,0,3,0,0
"MARSHALL WASHINGTON","N ILLINOIS",36,28.51,"D",53.3,51.6,64.5,NA,4,0,2,0,NA,0,14,13,1,10.7,2,2,0,0,0,0,0,2,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,5,0.833,78,3,0,0,0,0.074,0,0.5,0,0,0,0,4,0,3,0,0
"TJ CRANDALL","OREGON ST",37,28.26,"D",47.4,47.8,54.2,NA,3,1,1,0,NA,0,2,2.2,2,9.6,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1,5,4,0,2,0.4,11,1,0,0,0,0,0,0.2,0,0,0.5,0,4,0,3,0,0
"BRANDON CRUTCHFIELD","DOMINION",68,28.05,"D",61.4,64.3,51.2,NA,2,0,0,0,NA,0,0,6,1,8,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,2,1,0,1,0.5,12,1,0,0,0,0,0,0.5,0,0,1,0,3,0,4,0,0
"KSHAWN COX JR.","DELAWARE",38,27.92,"D",54.4,50.8,67.9,NA,2,1,0,0,NA,0,7,31,1,33.5,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,62,1,0,0,0,0.05,0,0.5,0,0,0,0,2,0,1,0,0
"TYLER BIVENS","KENT STATE",19,27.7,"D",64,63.5,60.9,NA,0,0,0,0,NA,0,0,2.3,0,23,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0.333,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"A'TIQ MUHAMMAD","KENT STATE",33,27.68,"D",45.3,40,68.8,60,7,5,0,0,NA,0,6,13.2,1,14,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,5,6,6,0,5,0.833,79,4,0,0,0,0.188,0,0.667,0,0,0,0.2,8,0,2,0,0
"JAYDEN JACKSON","GA SOUTHRN",25,27.31,"D",52.5,58,45.4,58.3,2,0,1,0,NA,0,0,7,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,14,0,0,0,1,0,0.5,0,0,0,0,0,2,0,3,0,0
"JANARD LOCKHARDT","LA TECH",46,27.3,"D",49.2,51.2,61.6,60,3,2,1,0,NA,0,2,21.5,0,28.5,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,2,4,3,0,1,0.5,43,1,0,0,0,0.05,0,0.5,0,0,0.333,0,3,0,3,0,0
"KOBI ALBERT","SO MISS",55,26.92,"D",53.9,50.3,66.6,NA,3,1,0,0,NA,0,0,12.7,0,22,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0.667,38,1,0,0,1,0.039,0.333,0.333,0,0,0,0,3,0,2,0,0
"LJ GREEN","TULANE",21,26.32,"D",58.8,57.5,61.8,NA,1,0,0,0,NA,0,0,10,0,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"JK JOHNSON","FAU",22,24.67,"D",58.4,64.6,45.8,NA,0,0,0,0,NA,0,0,0,1,2,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"TYSON MCCRARY","GA STATE",46,24.64,"D",57.4,68.8,45.5,NA,2,0,2,0,NA,0,0,7.7,0,6.7,2,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,2,1,3,1,23,0,0,0,2,0,0.667,0,0,0,1,0.333,4,0,3,0,0
"KOBI BLACKWELL","BUFFALO",48,24.56,"D",50.4,60,29,NA,2,0,0,0,NA,0,0,12,2,23.5,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0.5,48,2,0,0,1,0.045,0.25,0.5,0,0,0,0,2,0,2,0,0
"TYSON WILLIAMS","TULSA",46,24.3,"D",56.1,54.7,63.2,NA,2,0,0,0,NA,0,0,10,1,7.2,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0.8,50,3,0,0,0,0.042,0,0.6,0,0,0,0,2,0,3,0,0
"BRAXTON MYERS","W KENTUCKY",25,23.22,"D",57.5,60,53.2,NA,2,0,0,0,NA,0,8,5.8,1,11.5,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,2,1,2,0.5,23,2,1,0,0,0.125,0,0.5,0,0.25,0.5,0.5,3,0,3,0,0
"CEDRIC FRANKLIN II","BALL ST",15,23.14,"D",53.3,52.7,60.9,59.2,2,0,0,0,NA,0,0,30,0,28.5,0,1,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,60,1,0,0,0,0.167,0,0.5,0,0,0,0,2,0,3,0,0
"AMARI BUTLER","LA TECH",44,23.06,"D",59.3,56.2,67.3,NA,2,1,1,0,NA,0,3,28.5,0,16,0,1,1,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,1,0,0,1,2,2,0,2,1,57,1,0,0,0,0.045,0,0.5,0,0,0,1,3,0,1,0,0
"JADEN ALLEN","N TEXAS",24,22.75,"D",53,52,58.3,NA,3,1,1,0,NA,0,0,39,0,42,0,1,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,0,0,0.25,1,1,0,1,2,1,0,1,1,39,1,0,0,0,0.143,0,1,0,0,0.333,0,4,0,2,0,0
"DEYLEN PLATT","USF",21,22.33,"D",58.3,64.7,45.1,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"XAVION GRIFFIN","W KENTUCKY",48,22.02,"D",42.4,34.3,74.8,55.8,9,2,2,0,NA,0,4.33,19.4,1,14.4,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,2,7,6,0,6,0.857,136,5,0,0,0,0.091,0,0.714,0,0,0,0.2,10,0,8,0,0
"BJ ALLEN JR.","N TEXAS",24,21.28,"D",56.2,52.4,66,NA,1,0,0,0,NA,0,6,18,0,13,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,18,1,0,0,0,0.111,0,1,0,0,0,0,1,0,0,0,0
"JA'MARION WAYNE","COAST CAR",55,21.16,"D",55.9,55.5,59.7,NA,2,0,0,1,NA,0,4,8,0,9.5,0,1,2,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,5,4,1,5,0.833,48,3,1,0,0,0.03,0,0.5,0,0.167,0.5,0.667,5,0,3,0,0
"RJ LESTER JR.","UTSA",59,20.6,"D",55.8,61.2,37.9,NA,3,0,0,0,NA,0,18,7.8,1,14.6,0,2,0,0,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,7,3,1,3,0.6,39,3,1,0,0,0.059,0,0.6,0,0.2,0.667,0,5,0,5,0,0
"DONOVAN RODRIGUEZ","BUFFALO",16,19.29,"F",48.4,53,49.2,NA,3,1,0,0,NA,0,34,7,0,-2,0,0,1,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,3,1,0,1,1,7,0,0,0,1,0,1,0,0,0,0.25,1,5,0,2,0,0
"OLIVER BRIDGES","BUFFALO",41,18.39,"F",48.3,48.4,54.5,59.2,2,0,0,0,NA,0,0,5,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0.6,25,2,0,0,2,0,0.4,0.4,0,0,0,0,2,0,2,0,0
"DREW SPEECH","NEW MEXICO",34,18.29,"F",46.3,45,58.2,57.1,3,1,1,0,NA,0,4,14.5,1,8.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1,5,4,1,5,0.833,87,2,0,0,0,0.059,0,0.333,0,0,0,0.333,4,0,3,0,0
"RONALD JACKSON JR.","OHIO",58,17.7,"F",39.7,30,58.1,60,7,1,2,0,NA,0,8.4,14.4,1,3.6,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.125,2,1,0,1,9,5,0,4,0.8,72,2,0,0,0,0.105,0,0.4,0,0,0.143,0,8,0,3,0,0
"D'ANGELO MAYES","UTAH ST",62,17.38,"F",44.9,43,68.8,48.6,2,0,0,0,NA,0,0,8.4,3,16.3,0,1,1,0,0,0,0,1,NA,1,0,0,0,0,1,0,0,0,0.333,0,0,1,0,7,7,0,4,0.571,59,3,0,0,0,0.026,0,0.429,0,0,0,0.333,3,0,5,0,0
"DEVIN RUTHERFORD","MO STATE",18,12.63,"F",49.9,43.9,61.9,65.7,0,0,0,0,NA,0,0,3.5,0,3.5,0,0,1,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,2,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"AVERY JONES","N ILLINOIS",33,11.57,"F",47.1,46,62.6,52.9,2,0,0,0,NA,0,0,16.3,0,10.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,49,3,0,0,0,0.053,0,1,0,0,0,0,2,0,1,0,0
"TREY RUBINSTEIN","KENT STATE",28,10.88,"F",41.2,45.9,45,57,3,0,2,0,NA,0,2.5,8.3,0,-0.7,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.571,2,1,0,0,6,3,1,3,1,25,2,0,0,0,0,0,0.667,0,0,0.5,0.667,7,0,5,0,0
"TOBY BOLTON","GA STATE",31,8.99,"F",40.2,48.6,32.4,NA,1,0,0,0,NA,0,0,5.7,1,20.7,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,2,0,1,0.333,17,1,0,0,0,0.083,0,0.333,0,0,1,0,2,0,1,0,0
"KAMERON CARTER","LA TECH",37,8.01,"F",50.1,52.6,47.2,NA,1,0,1,0,NA,0,0,10.8,1,7.8,1,1,2,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,5,4,1,3,0.75,43,1,0,0,0,0.053,0,0.25,0,0,1,0.667,4,0,3,0,0
"CJ CLINKSCALES JR.","CHARLOTTE",20,7.63,"F",48.7,47.9,60.4,NA,1,0,0,0,NA,0,0,16.7,0,12,0,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,3,0,3,1,50,2,0,0,0,0.154,0,0.667,0,0,0,0.5,2,0,2,0,0
"NICK SAWYER","BOWL GREEN",16,5.94,"F",31.5,46.3,30.7,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
"IAN FOSTER","MEMPHIS",20,5.9,"F",52.2,51.5,60.5,59.1,0,0,0,0,NA,0,0,12.5,0,10.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,25,2,0,0,0,0.077,0,1,0,0,0,1,1,0,1,0,0
"TYRELL RUSSELL","TOLEDO",31,0,"F",30,29,62.6,NA,NA,0,0,0,NA,0,0,23.7,1,22.7,NA,1,NA,NA,NA,NA,0,2,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,3,3,0,2,0.667,71,2,0,0,0,0.077,0,0.667,0,0,NA,NA,NA,0,0,0,0
