"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level"
"Byron Cardwell Jr.","MERCYHURST",21,22.5,"D",21,"HB",2026,"Northeast",60.1,2,6,11,1.8,0,2,0,0,1,-5,-0.8,16,2.7,0,0.333,0.17,1,0.333,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Isaiah Ragland","VILLANOVA",25,22.49,"D",20,"HB",2026,"Patriot",53.6,3,10,37,3.7,0,0,0,0,2,15,1.5,22,2.2,0,0,0.2,1,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Isaac Stopke","CENT CT ST",24,22.45,"D",4,"HB",2026,"Northeast",54,2,7,14,2,0,0,0,0,2,3,0.4,11,1.6,0,0,0.29,0,0,"CENT CT ST",4,"Northeast",58.7,0,15,0,2,2,6,3,0,0,0,0,0,2,0,0,12,6,1,0,0.4,-3,0,0,"100%","0.00%","0.00%",79.2,0,0.133,0,"100%","Northeast","FCS"
"Niall Raby","PORTLAND",22,22.44,"D",23,"HB",2026,"Big Sky",64.7,4,7,31,4.4,0,2,0,0,1,18,2.6,13,1.9,0,0.286,0.14,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Terrence Campbell","RHODE ISLD",19,22.41,"D",27,"HB",2026,"CAA",64.1,3,9,24,2.7,1,2,0,0,0,11,1.2,13,1.4,0,0.222,0,0,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Nicholas Yanchuk","SACR HEART",10,22.21,"D",15,"HB",2026,"CAA",70.4,4,6,28,4.7,0,2,0,0,1,14,2.3,14,2.3,0,0.333,0.17,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Noah Triplett","LNDNWD",19,22.14,"D",28,"HB",2026,"Big South - OVC Football Association",67.7,4,8,37,4.6,0,2,0,0,0,11,1.4,26,3.3,0,0.25,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Hakeem Watters","CHARLES SO",NA,21.83,"D",0,"HB",2026,"Big South - OVC Football Association",0,0,11,56,5.1,1,2,0,0,0,21,1.9,35,3.2,0,0.182,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Rashawn Marshall","MAINE",36,20.76,"D",5,"HB",2026,"CAA",60.1,2,13,27,2.1,1,1,0,0,0,8,0.6,19,1.5,0,0.077,0,0,0.077,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Kolton Nero","ALAB A&M",NA,20.72,"D",7,"HB",2026,"SWAC",0,0,10,52,5.2,0,3,0,0,0,8,0.8,44,4.4,0,0.3,0,3,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Andrew Ransome","WAGNER",13,20.29,"D",34,"HB",2026,"Northeast",55.9,1,11,31,2.8,0,1,0,0,1,14,1.3,17,1.6,0,0.091,0.09,1,0.091,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"JJ Cowan","CAMPBELL",21,20.24,"D",5,"HB",2026,"CAA",68.7,3,7,29,4.1,0,1,0,0,0,4,0.6,25,3.6,0,0.143,0,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Tamaj Hoffman","NICHOLLS",27,19.88,"F",6,"HB",2026,"Southland",54.9,2,10,25,2.5,0,1,0,0,1,5,0.5,20,2,0,0.1,0.1,0,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Jared Rhodes","LNDNWD",25,19.85,"F",7,"HB",2026,"Big South - OVC Football Association",55.9,4,9,14,1.6,0,1,0,0,3,-11,-1.2,25,2.8,0,0.111,0.33,0,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Christian Monfort","W GEORGIA",15,19.75,"F",24,"HB",2026,"United Athletic",60.9,2,6,20,3.3,0,1,0,0,1,-4,-0.7,24,4,0,0.167,0.17,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Harry Smalls","CHARLES SO",NA,18.85,"F",26,"HB",2026,"Big South - OVC Football Association",0,0,11,39,3.5,1,3,0,0,0,6,0.6,33,3,0,0.273,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Galamama Mulbah","MERRIMACK",16,18.68,"F",0,"HB",2026,"IND (FCS)",69,4,8,28,3.5,0,2,0,0,0,5,0.6,23,2.9,0,0.25,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"Avery Knight","W ILLINOIS",18,18.58,"F",2,"HB",2026,"Big South - OVC Football Association",68.7,4,6,23,3.8,0,2,0,0,0,10,1.7,13,2.2,0,0.333,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Jimmyll Williams","ELON",25,18.36,"F",26,"HB",2026,"CAA",53,2,10,22,2.2,0,2,0,0,1,8,0.8,14,1.4,0,0.2,0.1,0,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Kaden Amigon-Suiter","N IOWA",14,18.22,"F",39,"HB",2026,"Missouri Valley",69.2,4,6,30,5,0,1,0,0,0,12,2,18,3,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Ravon Moore","NORFOLK",22,17.87,"F",7,"HB",2026,"MEAC",62.1,3,8,19,2.4,0,1,0,0,2,-2,-0.3,21,2.6,0,0.125,0.25,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Davon Smith Jr.","CENT CT ST",12,17.56,"F",25,"HB",2026,"Northeast",63.8,1,7,21,3,0,1,0,0,1,0,0,21,3,0,0.143,0.14,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Parker Jenkins","LAMAR",16,17.18,"F",3,"HB",2026,"Southland",68.6,5,6,7,1.2,0,3,1,0,1,-11,-1.8,18,3,0,0.5,0.17,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Ty Stauffer","BUCKNELL",NA,17.05,"F",5,"HB",2026,"Patriot",0,0,10,60,6,0,1,0,0,0,47,4.7,13,1.3,0,0.1,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"CJ Nettles","FURMAN",18,16.62,"F",6,"HB",2026,"Southern",60.1,1,6,17,2.8,0,1,0,0,0,4,0.7,13,2.2,0,0.167,0,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Ja'briel Mace","VILLANOVA",27,16.56,"F",4,"HB",2026,"Patriot",58.7,1,6,20,3.3,0,1,0,0,0,7,1.2,13,2.2,0,0.167,0,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Shawn Solomon Jr.","DUQUESNE",16,16.3,"F",4,"HB",2026,"Northeast",61.2,2,7,20,2.9,0,1,0,0,0,1,0.1,19,2.7,0,0.143,0,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Aidan Garrett","STHLSK",35,16.26,"F",0,"HB",2026,"Northeast",58.4,2,10,30,3,0,0,0,0,0,4,0.4,26,2.6,0,0,0,0,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Brodey Berg","DAVIDSON",NA,16.19,"F",24,"HB",2026,"Pioneer",0,0,11,32,2.9,1,3,0,0,0,-3,-0.3,35,3.2,0,0.273,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Noah Long","STTHOM",NA,16.06,"F",25,"HB",2026,"Pioneer",0,0,11,44,4,0,3,0,0,0,18,1.6,26,2.4,0,0.273,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Joseph Koch","STTHOM",NA,16.01,"F",26,"HB",2026,"Pioneer",0,0,6,40,6.7,0,2,0,0,0,6,1,34,5.7,0,0.333,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Michael Rumoro","VALPO",21,15.95,"F",20,"HB",2026,"Pioneer",70.1,3,6,21,3.5,0,1,0,0,0,12,2,9,1.5,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Luke Hansen","DAYTON",NA,15.85,"F",25,"HB",2026,"Pioneer",0,0,8,39,4.9,1,1,0,0,0,23,2.9,16,2,0,0.125,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Yohan-Li Louis","FORDHAM",19,15.81,"F",13,"HB",2026,"Patriot",51,3,7,21,3,0,0,1,1,1,2,0.3,19,2.7,0,0,0.14,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Chase Gillespie","FL A&M",31,15.79,"F",7,"HB",2026,"SWAC",61.4,1,6,7,1.2,0,0,0,0,2,-8,-1.3,15,2.5,0,0,0.33,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jalyn Daniels","NORFOLK",28,15.32,"F",3,"HB",2026,"MEAC",68.4,3,6,22,3.7,0,1,0,0,0,8,1.3,14,2.3,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Chris McMillian","N ALABAMA",21,15.24,"F",1,"HB",2026,"United Athletic",62,2,6,13,2.2,1,1,0,0,0,5,0.8,8,1.3,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Chuck Webb","SACR HEART",32,15.19,"F",2,"HB",2026,"CAA",64.3,3,8,24,3,0,1,0,0,0,-1,-0.1,25,3.1,0,0.125,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Jameir Gamble","MERCYHURST",21,15.17,"F",2,"HB",2026,"Northeast",57.8,1,8,17,2.1,0,1,0,0,0,4,0.5,13,1.6,0,0.125,0,1,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Damonte Bias","IDAHO",31,15.16,"F",7,"HB",2026,"Big Sky",58.1,2,7,15,2.1,0,0,0,0,0,-3,-0.4,18,2.6,0,0,0,0,0.286,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Norman Taylor","MS VLY ST",NA,15.04,"F",5,"HB",2026,"SWAC",0,0,12,29,2.4,1,3,0,0,0,5,0.4,24,2,0,0.25,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Billy Roberson II","HOWARD",16,14.69,"F",24,"HB",2026,"MEAC",56,0,7,14,2,0,0,0,0,0,-8,-1.1,22,3.1,0,0,0,0,0.286,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Barrett Fallon","FORDHAM",6,14.48,"F",16,"HB",2026,"Patriot",67.6,3,6,20,3.3,0,1,0,0,0,8,1.3,12,2,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Jaden Gilbert","YNGTOWN ST",33,13.32,"F",7,"HB",2026,"Missouri Valley",60.6,2,7,20,2.9,0,1,0,0,0,9,1.3,11,1.6,0,0.143,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Josh Robinson","W ILLINOIS",23,13.26,"F",6,"HB",2026,"Big South - OVC Football Association",58.6,1,6,17,2.8,0,1,0,0,0,4,0.7,13,2.2,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Chase Bingmon","PRVIEW A&M",17,13.15,"F",20,"HB",2026,"SWAC",56.9,0,6,7,1.2,0,0,0,0,0,-6,-1,13,2.2,0,0,0,0,0.333,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Josh Myers","S DAK ST",9,13.03,"F",34,"HB",2026,"Missouri Valley",62.9,2,7,21,3,0,0,0,0,0,5,0.7,16,2.3,0,0,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Taeshon Martin","CAMPBELL",20,12.85,"F",24,"HB",2026,"CAA",46,2,8,22,2.8,0,1,1,1,0,8,1,14,1.8,0,0.125,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Niko Alailefaleula","SO UTAH",18,12.63,"F",21,"HB",2026,"Big Sky",60.4,1,7,16,2.3,0,0,0,0,1,2,0.3,14,2,0,0,0.14,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Brenton Paul","TENN STATE",NA,12.59,"F",15,"HB",2026,"Big South - OVC Football Association",0,0,12,40,3.3,0,2,0,0,0,10,0.8,30,2.5,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Ihson E. Jackson-Anderson","W ILLINOIS",30,12.57,"F",1,"HB",2026,"Big South - OVC Football Association",57.2,1,8,19,2.4,0,1,0,0,0,3,0.4,16,2,0,0.125,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Kavaughn Clark","DRAKE",NA,12.47,"F",22,"HB",2026,"Pioneer",0,0,6,22,3.7,0,2,0,0,0,12,2,10,1.7,0,0.333,0,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"MJ Flowers","TENN TECH",NA,12.3,"F",9,"HB",2026,"Southern",0,0,8,38,4.8,0,1,0,0,0,0,0,38,4.8,0,0.125,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"JT Smith","NC A&T",NA,12.26,"F",1,"HB",2026,"CAA",0,0,12,34,2.8,0,2,0,1,0,11,0.9,23,1.9,1,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Joseph Williams","HOLY CROSS",28,12.01,"F",0,"HB",2026,"Patriot",56.7,1,8,16,2,0,0,0,0,0,7,0.9,9,1.1,0,0,0,0,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Michael Lorino","CITADEL",NA,11.75,"F",38,"HB",2026,"Southern",0,0,7,36,5.1,0,1,0,0,0,8,1.1,28,4,0,0.143,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Dwayne Wright","CHARLES SO",NA,11.7,"F",28,"HB",2026,"Big South - OVC Football Association",0,0,7,21,3,1,2,0,1,0,5,0.7,16,2.3,0,0.286,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Kameron Casnave","NORFOLK",14,10.97,"F",28,"HB",2026,"MEAC",56.2,1,6,5,0.8,0,1,0,0,0,0,0,5,0.8,0,0.167,0,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Isaiah Simmons","MARIST",NA,10.66,"F",2,"HB",2026,"Pioneer",0,0,12,26,2.2,0,2,0,0,0,2,0.2,24,2,0,0.167,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Donovan Shepard","HAMPTON",24,10.27,"F",23,"HB",2026,"CAA",59.7,2,7,16,2.3,0,0,0,0,0,-2,-0.3,18,2.6,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Journey Wyche","CHATTNOOGA",23,10.23,"F",0,"HB",2026,"Southern",56.5,1,10,17,1.7,0,0,0,0,0,4,0.4,13,1.3,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Ahmad Haston","TENN TECH",NA,10.08,"F",13,"HB",2026,"Southern",0,0,6,32,5.3,0,1,0,0,0,10,1.7,22,3.7,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Kris Lloyd","MOREHEAD",10,9.35,"F",23,"HB",2026,"Pioneer",58.9,1,7,14,2,0,0,0,0,0,2,0.3,12,1.7,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Mordecai Ford","STTHOM",NA,9.25,"F",23,"HB",2026,"Pioneer",0,0,6,28,4.7,0,1,0,0,0,19,3.2,9,1.5,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Jason Gabriel","SOUTHERN U",25,8.81,"F",25,"HB",2026,"SWAC",54.8,0,11,-1,-0.1,0,0,0,0,0,-11,-1,10,0.9,0,0,0,0,0.182,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Lincoln Cardillo","MARIST",NA,6.44,"F",4,"HB",2026,"Pioneer",0,0,10,23,2.3,0,1,0,0,0,0,0,23,2.3,0,0.1,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Zion Dobson","NC CENT",NA,5.43,"F",22,"HB",2026,"MEAC",0,0,7,14,2,0,2,0,0,0,4,0.6,10,1.4,0,0.286,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Kemarrion Battles","TOWSON",24,5.23,"F",3,"HB",2026,"CAA",56.4,0,8,1,0.1,0,0,0,0,0,-10,-1.3,11,1.4,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Leo Boehling","VA MILT IN",NA,5.16,"F",9,"HB",2026,"Southern",0,0,13,19,1.5,0,1,0,0,0,16,1.2,3,0.2,0,0.077,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Zack Simmons-Brown","TENN STATE",NA,5.09,"F",6,"HB",2026,"Big South - OVC Football Association",0,0,9,19,2.1,0,1,0,0,0,4,0.4,15,1.7,0,0.111,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
