"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Brendan Robinson","WM & MARY",49,60.75,"B",69.4,74.7,50.4,NA,2,0,1,NA,64.6,1,4,0.59,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,0,1,1,"50.00%",10,0,1,"0.00%","0.00%","0.00%","0.00%","50.00%","100%","0.00%",0,0,0,0,NA,0,0,0
"Michael Gilliam","CAMPBELL",46,60.74,"B",68.3,66.9,60,NA,2,0,1,NA,42.4,0,9.3,0.16,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"33.30%",6,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"SJ Gentle","CAL POLY",31,60.65,"B",66.5,65.8,63.2,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Austin Bailey","WAGNER",40,60.65,"B",65.7,65.2,62.4,NA,5,0,3,NA,103.8,0,14.8,2.38,20.7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,3,3,"60.00%",62,1,0,"7.70%","60.00%","20.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,2,NA,0,0,2
"Jocelyn Malaska","ABILENE CH",48,60.61,"B",63.7,63,62.9,NA,1,0,0,NA,39.6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Sean Webb","NEW HAMP",63,60.59,"B",66.9,68.5,60.2,NA,5,0,2,NA,88.5,0,3,0.81,5.3,25,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,2,1,1,4,"100%",21,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","0.00%",4,0,0,0,NA,0,0,0
"Jaylon Hebert","SACR HEART",53,60.28,"B",58.7,55.2,68.9,NA,2,1,1,NA,39.6,0,11.8,0.48,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,2,0,1,"25.00%",12,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,2,NA,0,0,0
"Austin-Jake Guillory","HARVARD",37,60.26,"B",66.5,66.1,62.4,NA,1,0,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,1,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,NA,0,0,0
"Keon Powell","ALBANY",50,60.25,"B",69.2,68.7,65.9,NA,1,0,0,NA,46.5,0,6.3,0.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"33.30%",12,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Kemaury Tye","FORDHAM",53,60.06,"B",68.7,68.4,63.8,NA,3,2,0,NA,83.3,0,7.8,0.62,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,1,1,1,3,"75.00%",18,1,0,"3.50%","0.00%","25.00%","0.00%","0.00%","0.00%","25.00%",2,0,0,1,NA,0,0,1
"Bryson Adamoh","CENT ARK",53,59.72,"C",61.4,60.8,62.8,59.1,6,1,1,NA,105.6,0,8.3,1.22,9.3,4.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,1,3,2,0,3,"100%",28,2,0,"0.00%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",5,0,0,0,0,0,0,0
"Mykhi Davis","CENT CT ST",23,59.5,"C",64.8,58.9,76.2,58.3,3,2,0,NA,87.5,0,3,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,0,1,"100%",5,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,0
"Daylan Pringle","MERCYHURST",64,59.44,"C",61.9,60.7,66,NA,3,0,1,NA,39.6,0,7.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,3,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","25.00%",2,0,0,5,NA,0,0,0
"Justyn Toler","COLGATE",59,59.36,"C",72.4,72.3,62.6,NA,2,0,1,NA,64.6,0,1.4,0.33,4.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,1,2,3,"60.00%",14,1,0,"0.00%","0.00%","20.00%","0.00%","0.00%","0.00%","33.30%",3,0,0,2,NA,0,0,0
"Terrell Poyser","W CAROLINA",16,59.36,"C",71.5,71,61.1,NA,NA,0,0,NA,39.6,0,-5,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,NA,0,0,0
"Sir Christian Johnson","CENT ARK",59,59.34,"C",63.7,73.4,43.4,NA,3,1,1,NA,56.3,0,10.5,0.09,3,22,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,4,1,3,1,"50.00%",3,0,1,"0.00%","0.00%","0.00%","0.00%","50.00%","66.70%","0.00%",1,0,0,0,NA,0,0,0
"Justin Ferguson","MERCER",24,59.18,"C",65.1,64.2,62.5,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Derrick Thomasn Jr.","DELWARE ST",18,59.14,"C",65.3,64.5,62,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Malik Baker","SE MO ST",21,58.92,"C",55.6,52.7,64.8,NA,1,0,0,NA,39.6,0,13,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Chauncey Davis","STF AUSTIN",16,58.85,"C",65.9,65.5,60,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Roderick Webb","Argonauts",61,58.83,"C",68.9,68.6,65.3,NA,2,1,1,NA,95.8,0,23.5,1.88,49,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,2,3,1,"50.00%",49,0,0,"3.90%","0.00%","0.00%","0.00%","0.00%","0.00%","33.30%",2,0,0,1,NA,0,0,1
"Kenny Selby","SACR HEART",56,58.65,"C",68.4,71.5,53.2,NA,2,1,0,NA,64.6,0,35.3,0.93,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,1,0,1,1,"33.30%",25,1,0,"3.70%","0.00%","33.30%","0.00%","0.00%","50.00%","0.00%",2,0,0,1,NA,0,0,1
"Bertin Placide","MERRIMACK",48,58.6,"C",66.6,63.7,73.2,NA,8,0,1,NA,95.8,0,5.5,1.45,8.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",1,0,0,0,2,2,0,5,"83.30%",42,1,0,"0.00%","0.00%","16.70%","0.00%","0.00%","0.00%","12.50%",6,0,0,1,NA,0,0,0
"Jerry Allen III","IDAHO",30,58.6,"C",66.6,59.8,76.1,NA,5,2,2,NA,149.3,0,8,3.75,22.5,6.5,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,1,1,0,2,"66.70%",45,1,0,"8.30%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,NA,0,0,1
"Tyler Bannon","STHLSK",43,58.31,"C",59.4,57.1,65,58.3,3,0,2,NA,42.4,0,4,0.45,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,3,2,0,1,"33.30%",9,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",4,0,0,2,0,0,0,0
"Zach Coleman","INDIANA ST",15,58.28,"C",65.2,64.7,60,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Zayd Rogan","WOFFORD",17,58.09,"C",64.1,62.6,62.5,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Marseille Taylor","W CAROLINA",16,57.88,"C",66.5,66,60.1,NA,NA,0,0,NA,39.6,0,6,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,NA,0,0,0
"Sabin McLaughlin","GARD-WEBB",19,57.76,"C",69.9,70.7,61,57.8,1,1,0,NA,79.2,0,-2,0.2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,1,1,"100%",2,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Trenton Bell","GARD-WEBB",29,57.42,"C",63.9,66.5,53.2,NA,2,0,1,NA,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,0,NA,0,0,0
"Taylor Smallwood","GARD-WEBB",29,57.21,"C",64.1,61.2,67.3,NA,3,2,1,NA,118.8,0,34,2.33,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,0,1,"100%",35,1,0,"6.70%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,1
"Jai Trawick","TXAMEA",16,57.16,"C",63.1,62.3,61,60,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,0,0,0,0
"Kyree Richardson","RICHMOND",38,57.14,"C",59.8,58,65,NA,2,0,1,NA,56.3,0,16.5,0.69,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"50.00%",11,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,2,NA,0,0,0
"Brady Beaner","MONTANA",37,57.12,"C",67.2,66.8,60.8,NA,2,0,1,NA,149.3,1,28.7,1.52,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"66.70%",44,2,1,"6.90%","0.00%","66.70%","0.00%","33.30%","0.00%","0.00%",2,0,0,0,NA,0,0,2
"DJ Brown","LEHIGH",64,57.02,"C",59.8,56.7,69.3,NA,3,0,0,NA,82.4,1,19,3.67,26.4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,5,3,5,"45.50%",132,4,2,"11.10%","0.00%","36.40%","9.10%","18.20%","0.00%","0.00%",5,0,1,4,NA,0,0,4
"Nick McGill","PRESBYTERN",63,56.94,"C",65.1,64.7,63.4,NA,4,2,1,NA,118.8,0,12,1.73,17.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,1,0,3,"100%",52,1,0,"3.30%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Myles Green","S DAK ST",46,56.72,"C",68.8,72.5,44.9,NA,2,0,0,NA,42.4,0,11,0.18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,1,1,"33.30%",6,0,1,"0.00%","0.00%","0.00%","0.00%","33.30%","0.00%","0.00%",2,0,0,1,NA,0,0,0
"Gavin Harris","CAMPBELL",26,56.53,"C",66,63.9,66.8,60,5,0,2,NA,109.7,0,6.7,1.48,10.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,1,3,"100%",31,2,0,"4.80%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,0,0,0,1
"David Williams","GARD-WEBB",40,56.34,"C",67.3,66.7,63.6,NA,NA,0,0,NA,58.3,0,6,0.33,7,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,1,"50.00%",7,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Adrian Weather","STHLSK",17,56.13,"C",64.7,63.7,62.1,NA,1,0,1,NA,87.5,0,4,1.25,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",0,1,0,0,1,1,1,2,"100%",10,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Jahyden Clark","STETSON",70,55.9,"C",62.6,64.7,53.3,NA,5,2,0,NA,47.9,0,11.4,0.22,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,2,5,2,0,2,"40.00%",10,1,0,"0.00%","0.00%","20.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,3,NA,0,0,0
"A'Khoury Lyde","Argonauts",43,55.75,"C",61.7,59.3,66.3,60,2,0,1,NA,56.3,0,7.5,0.12,2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,2,1,1,"50.00%",2,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,1,0,0,0,0
"Andre Jackson Jr.","W CAROLINA",36,55.29,"C",66.1,63.4,69.8,NA,2,0,1,NA,118.8,0,14,0.62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,1,"100%",13,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Xavier Cannaday","LIUSHAR",60,55.24,"C",68.8,70.1,58.2,NA,3,0,1,NA,116.7,1,12.5,1.76,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,2,2,3,"75.00%",51,2,1,"6.90%","0.00%","50.00%","0.00%","25.00%","100%","0.00%",5,0,0,0,NA,0,0,2
"Tymaries Durant","PRESBYTERN",66,55.14,"C",59.3,55.2,43.9,88.4,5,1,3,NA,94.6,0,1.4,1.81,7.8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"16.70%",1,0,2,1,9,4,1,6,"85.70%",47,4,0,"0.00%","0.00%","57.10%","0.00%","0.00%","0.00%","20.00%",6,0,0,1,16.7,1,0,0
"Cap Davis","BROWN",64,54.6,"C",57.7,59.7,47.5,NA,4,1,0,NA,75,1,33.5,0.33,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,5,4,1,1,"50.00%",15,1,1,"2.20%","0.00%","50.00%","0.00%","50.00%","100%","0.00%",3,0,0,1,NA,0,0,1
"Joshua Crawford","MURRAY ST",16,54.05,"C",55,62.5,51.1,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Caleb Taylor","YNGTOWN ST",22,53.9,"C",51.9,63,43.7,59.2,NA,0,0,NA,39.6,0,37,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,2,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,0,0,0,0
"Noah St-Juste","S DAK ST",52,53.86,"C",63.9,63.4,62.3,NA,4,0,2,NA,118.8,0,17.6,1.89,16.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,2,4,"80.00%",66,2,0,"2.90%","0.00%","40.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Sage Salopek","MONTANA",50,53.52,"C",63.3,62.5,63.6,NA,4,1,0,NA,144.4,1,21.8,2.34,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,3,2,4,"66.70%",68,4,1,"10.30%","0.00%","66.70%","0.00%","16.70%","0.00%","0.00%",3,0,0,1,NA,0,0,3
"Chase Fountain","HOLY CROSS",62,53.45,"C",64.1,63.4,63.4,NA,6,0,2,NA,99.2,0,9.4,2.27,13.3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,3,3,2,7,"70.00%",93,2,0,"4.90%","0.00%","20.00%","0.00%","0.00%","0.00%","14.30%",6,0,0,3,NA,0,0,2
"Jakobie Anderson","ALCORN ST",64,53.42,"C",58.9,56.5,68,NA,4,1,1,NA,74.7,0,7.1,1.27,10.5,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"33.30%",0,1,0,1,7,6,3,4,"57.10%",42,3,1,"3.00%","0.00%","42.90%","0.00%","14.30%","0.00%","40.00%",5,0,0,1,NA,0,0,1
"Anthony Walk Jr.","INDIANA ST",32,53.33,"C",62.8,61.7,64,NA,3,0,1,NA,118.8,0,22,1.12,28,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",28,1,0,"4.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Juice Ricks","MERRIMACK",39,53.14,"C",54.7,53,65.1,NA,3,0,0,NA,76.3,1,19.4,1.81,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,5,2,2,"40.00%",49,1,1,"3.70%","0.00%","20.00%","0.00%","20.00%","0.00%","0.00%",3,0,0,2,NA,0,0,1
"X'Avion Brice","TXAMEA",37,52.83,"C",55.1,56.9,53.3,NA,2,1,1,NA,39.6,0,11.3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,1,3,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,2,NA,0,0,0
"Tycorien Gist","NC A&T",57,52.72,"C",66.2,63.8,71.7,NA,2,0,0,NA,118.8,0,10,1.16,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.00%",0,0,0,0,2,2,1,2,"100%",37,0,0,"3.10%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Da'Sean Anderson","MERCYHURST",15,52.69,"C",52,43.4,68.6,NA,2,1,0,NA,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Ambrose Marsh","E WASHGTON",56,52.6,"C",65.4,65.1,62.9,59.3,7,1,0,NA,143.8,0,9,1.29,11.3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"0.00%",0,0,1,1,3,3,1,4,"80.00%",45,3,1,"2.90%","0.00%","60.00%","0.00%","20.00%","0.00%","0.00%",6,0,0,0,16.7,1,0,1
"Cameron Williams","NC CENT",35,52.59,"C",64.9,67,57.7,60,3,0,0,NA,56.3,0,-1,0.29,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,1,0,0,1,"50.00%",5,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,1,0,0,0,0
"Mark Arthur","WOFFORD",23,52.48,"C",56.6,63.7,50.8,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Davonta Morgan Collins","STF AUSTIN",39,51.91,"C",62,60,66.2,NA,2,0,0,NA,74,0,9.3,1.53,14.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"50.00%",29,2,1,"5.30%","0.00%","50.00%","0.00%","25.00%","0.00%","0.00%",2,0,0,1,NA,0,0,1
"Darius Wise Jr.","CORNELL",51,51.87,"C",63.1,61.1,66.9,NA,4,1,2,NA,143.8,0,11.6,5.11,32.3,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"20.00%",0,1,0,1,1,1,2,3,"60.00%",97,1,0,"5.30%","0.00%","20.00%","0.00%","0.00%","0.00%","25.00%",3,0,0,2,NA,0,0,1
"Cameron Goggins","MERCER",52,51.84,"C",65.1,68.2,55.4,NA,4,0,2,NA,118.8,0,12.5,1.3,13,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,0,2,1,1,2,"100%",26,1,0,"5.00%","0.00%","50.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,0,NA,0,0,1
"Xavian Andrews","INDIANA ST",40,51.52,"C",60.2,57.2,63.2,70.3,4,0,2,NA,138.9,0,8.7,1.74,9.4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.00%",0,0,1,0,3,3,1,5,"83.30%",47,2,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",5,0,0,1,100,0,0,0
"James Monds III","DUQUESNE",52,51.4,"C",59.1,55.7,70.6,NA,9,2,2,NA,156.3,0,11.4,2.22,12,4,0,2,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,"10.00%",0,0,0,2,4,4,1,5,"100%",60,3,0,"3.70%","60.00%","60.00%","0.00%","0.00%","0.00%","14.30%",6,0,0,0,NA,0,0,1
"LaMarion Pierce","TENN MARTN",34,51.3,"C",55.1,50.7,65.9,NA,1,0,1,NA,42.4,0,19.3,0.45,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,2,2,0,1,"33.30%",5,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","100%",2,0,0,2,NA,0,0,0
"Avery Scott","N DAKOTA",25,51.23,"C",54.4,49.2,67.2,NA,3,0,1,NA,109.7,0,12,0.44,2,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"0.00%",0,1,0,0,3,3,1,2,"66.70%",4,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Fredd Adams","TARLETON",67,51.12,"C",63.2,63.6,59.1,NA,2,0,0,NA,100.7,1,13.7,0.68,8.3,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"50.00%",0,0,0,0,5,3,1,3,"50.00%",25,1,1,"0.00%","0.00%","16.70%","0.00%","16.70%","50.00%","50.00%",4,0,0,2,NA,0,0,0
"Nijrell Eason II","N ARIZONA",27,51.07,"C",55.1,65.3,36.2,60,2,1,1,NA,39.6,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,0,0,0,0
"AJ Schwartz","PRINCETON",20,51.05,"C",62,59.8,63.7,NA,3,1,1,NA,95.8,0,-1,0.7,7,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,1,1,0,1,"100%",7,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","33.30%",2,0,0,0,NA,0,0,0
