"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Run.Tackle.for.Losss.or.No.Gain","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Pass.Plays","Average.Depth.of.Tackle","Missed.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Pass.Rush.Productivity","Unblocked.Pass.Rush","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Yards.per.Reception.Allowed","Sacks","Pursuit.Pressure","Pass.Break.Up","Hits","Drops...Off.Targets.Receptions.Forced","Beaten.Defender","Plays.of.15..Yards.Allowed","Forced.Fumble","Lined.up.in.Press.Coverage","Pass.Tackle.for.Loss.or.No.Gain","Fumble.Recovery","Interceptions","Dropped.Int","Touchdowns.Allowed","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"SAM ROBINSON","USF",48,37.6,"D",67.1,65.4,64.9,62.8,4,1,2,0,1,0,3,1,104.2,2,16.7,0,7.5,0,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,1,1,0,1,1,1,4,1,1,2,1,18,0,0,0,0,0,0,0,0,9,0,0.333,0,5,0,4
"KESHAWN THOMAS","APP STATE",15,37.51,"D",70.5,72.8,58.7,62,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0.333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,1
"DREW SPEECH","NEW MEXICO",28,37.48,"D",69.6,61.9,60,69.8,1,0,1,0,0,0,0,0,47.9,-0.21,0,0,2.6,0,-2,0,0,0,0,2,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0.4,-4,0,0,0,0,0,0,0,0,-0.8,0,0,0,1,0,1
"ZACH RUFFIN","MEMPHIS",64,37.23,"D",64.3,54.3,58.3,71.8,6,1,3,0,0,1,6,1,82.5,0.86,25,1,0,1,4.8,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,2,1,0,1,1,1,9,3,3,4,0.8,19,2,1,0,0,0,0,0.4,0,3.8,0.2,0.25,0.25,8,0,5
"DERRELL FARRAR","LIBERTY",61,36.88,"D",61,66.2,52.9,59,5,0,2,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.375,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.5,8,0,5
"NIKO BAUMGARTNER","FRESNO ST",17,36.84,"D",65.3,74.8,57.3,56.7,2,0,2,1,0,1,0.5,0,79.2,0.14,0,0,-3,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,2,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3
"CASHMIRE LEWIS","BOWL GREEN",21,36.82,"D",69.9,74.8,NA,63.4,3,1,0,0,1,0,21,0,128.5,1.6,NA,0,-4,0,5.3,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3,1,16,1,0,0,0,0,0,0.333,0,5.3,0,0,0,3,0,0
"CHRIS JOE","UTAH ST",40,36.77,"D",69.2,72.4,65.5,68.3,5,1,1,0,0,0,1,0,95.8,0.29,0,0,-2,1,7,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,7,0,0,0,0,0,0,0,0,7,0,0,0,5,0,4
"JJ CLAYTON","MEMPHIS",16,36.33,"D",69.5,70,NA,63.1,1,0,0,0,0,0,8,0,39.6,0,NA,0,6,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GAVIN FORSHA","BALL ST",33,36.27,"D",53.2,39,54.4,65.8,2,1,1,1,1,0,0,0,91.7,0.35,7.1,1,5,0,6,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0
"MARTAVIS BLACKMON","MO STATE",29,35.89,"D",69.6,70.6,NA,64.2,2,0,0,0,0,0,6.5,0,39.6,0,NA,0,-8,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"JUSTIN FLOWE","UNLV",18,35.75,"D",57.4,54.2,61.8,60.2,1,0,1,1,0,0,0,1,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,2
"JABARI ODOEMENEM","OREGON ST",46,35.75,"D",60.8,64.1,56.7,58.7,5,2,2,0,1,0,5,0,85.4,0.41,0,0,0.5,1,4.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,4,1,1,2,1,9,1,0,0,2,0,1,0.5,0,4.5,0,0,0,5,0,2
"ASHTON TAYLOR","MIDDLE TN",49,35.65,"D",53.8,63.9,61.7,45.3,5,3,1,1,2,1,0,1,158.3,3.74,NA,1,7.7,1,28.7,0,0,0,0,0,0,1,1,NA,0,0,0,0,1,0,0.286,1,0,1,1,1,3,5,3,1,3,1,86,1,0,0,0,0.043,0,0.333,0,28.7,0,0.25,0.333,7,0,2
"STONE COMBS","RICE",32,35.38,"D",61.5,53.1,NA,67.1,5,3,0,0,3,0,2,1,91.7,0.32,NA,0,6,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,0,0,0,0,0,3,3,0,0,1,1,6,1,0,0,0,0,0,1,0,6,0,0.2,0,6,0,4
"BRONSON OLEVAO JR.","UTAH ST",40,35.34,"D",50.8,78,57.7,41.4,4,1,0,0,1,0,0,0,39.6,0,0,0,-3,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
"MIKE KING JR.","SM HOUSTON",22,34.78,"D",67.5,54,NA,71.6,5,1,3,0,1,0,9,1,104.2,1.2,NA,0,1,0,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,2,1,0,0,0,1,2,0,1,2,1,18,1,0,0,0,0,0,0.5,0,9,0,0.25,0,6,0,3
"KAM MOORE","ARK STATE",16,34.47,"D",68.9,67.5,NA,62.3,1,0,0,0,0,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"JAIYDEN THOMPSON","MIDDLE TN",20,34.21,"D",67.1,67,NA,62.3,1,0,0,0,0,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"WYNDEN HO'OHULI","HAWAII",59,33.78,"D",66.9,52.6,67.6,73.6,5,1,2,0,1,1,6,2,102.8,1.13,5.6,0,-1,0,8.7,0,0,1,0,0,1,0,1,NA,0,0,0,1,0,0,0.375,1,1,0,1,1,1,6,3,2,3,1,26,3,1,0,0,0,0,1,0,8.7,0.333,0.4,0.333,7,0,5
"MATHIS HAYGOOD","SO MISS",60,33.78,"D",38.9,40.9,67.6,41,8,2,2,1,1,1,4.2,0,110.4,1.31,0,0,6.8,1,10.5,1,2,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,1,1,1,1,2,2,12,4,1,4,1,42,1,0,0,0,0.031,0,0.25,0,10.5,0,0,0.333,10,0,6
"SONE AUPIU","NEW MEX ST",66,32.64,"D",65.3,65,69.4,59.9,2,0,2,0,0,1,4,0,104.2,0.79,13.6,1,2.7,0,9,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0.333,1,1,0,3,3,0,4,1,1,3,1,27,1,0,0,0,0,0,0.333,0,9,0,0,0.5,3,0,1
"JASEIM MITCHELL","COLO STATE",38,32.56,"D",51.1,37.5,64.3,63.1,4,0,4,1,0,1,1,1,83.3,0.5,12.5,1,0,0,4,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0.333,3,1,2,0,1,0,6,1,1,2,1,8,1,0,0,0,0,0,0.5,0,4,0,0.25,0.5,6,0,4
"BRYCE ELIUK","E MICHIGAN",31,32.23,"D",60.9,64.1,NA,57.1,5,1,3,0,1,0,2.5,0,118.8,3.92,NA,0,3,0,25.5,0,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,2,1,1,0,0,1,3,1,0,2,1,51,1,0,0,0,0.077,0,0.5,0,25.5,0,0,0,5,0,4
"MARCUS BLEAZARD","NAVY",16,31.87,"D",51.7,61.7,57,49.1,3,1,1,1,1,0,2.5,1,108.3,2,0,0,9,0,10,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,1,0,0,1,2,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,0.25,0,4,0,2
"CAM COLE","FRESNO ST",17,31.67,"D",63.6,48.7,NA,70.9,1,1,0,0,1,0,0,1,39.6,0,NA,0,23.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,2,0,0
"AIDAN VAUGHAN","LIBERTY",29,31.62,"D",63.7,70.4,60,57,3,2,0,0,2,0,0,0,118.8,1.27,0,0,2,0,19,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,19,1,0,0,0,0.067,0,1,0,19,0,0,0,3,0,0
"GABE WELCH","W MICHIGAN",23,31.57,"D",61.2,55.7,56,66.2,6,1,2,0,0,0,5.5,0,95.8,1.75,0,0,2,1,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,2,1,14,1,0,0,0,0,0,0.5,0,7,0,0,0,6,0,5
"KOFI TAYLOR-BARROCKS","UTEP",15,31.35,"D",57.4,54.5,59.2,62.4,NA,0,0,NA,NA,NA,0,NA,0,0,25,1,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2
"ANTARRON TURNER","COLO STATE",26,31.09,"D",56.9,53,58.2,63.8,2,2,0,0,1,0,0,2,0,0,16.7,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,4,0,4
"KHMARI JOHNSON","FAU",20,30.87,"D",64.6,62.2,NA,63.6,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"LUCAS SZYMBORSKI","BALL ST",24,30.34,"D",56.7,44.5,57.9,65.2,3,1,1,0,0,0,9,0,56.3,0.15,0,0,7,1,2,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0.5,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1
"A.J. ODOM","BOWL GREEN",39,29.59,"D",60.4,67.3,56.5,53.3,1,0,1,1,0,0,-2,0,118.8,1.88,0,0,3,0,15,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,15,1,0,0,0,0.125,0,1,0,15,0,0,0,1,0,1
"JAYDON HOOD","GA STATE",33,29.52,"D",62.2,63.3,60,60.9,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3,0,3
"JARED LLOYD","MO STATE",27,29.52,"D",53.5,56.8,78.7,45.1,3,0,3,0,0,1,1.5,2,100,0.62,100,2,0,0,8,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0.5,2,1,0,0,2,0,5,2,1,1,1,8,0,0,0,0,0,0,0,0,8,0,0.5,0.5,6,0,5
"GARY RUTHERFORD","WYOMING",38,29.51,"D",56.1,57.1,59.4,57.3,4,1,1,0,1,0,6,0,82.6,1.13,0,0,5.3,0,9,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,2,0.667,18,2,0,0,0,0,0,0.667,0,6,0,0,0,4,0,2
"WESLEY EDISON","SO MISS",54,28.94,"D",53.7,48.9,54.3,59.6,4,0,1,0,0,1,-10,0,39.6,0,10,1,5,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.2,0,1,0,2,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,5,0,7
"JAVAE GILMORE","MARSHALL",66,28.66,"D",62.9,72.3,60,58.4,5,1,1,0,0,2,6,0,79.9,0.34,0,0,5.7,1,8,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.286,0,1,0,0,0,1,4,4,1,2,0.667,16,1,0,0,0,0,0,0.333,0,5.3,0,0,0.333,7,0,4
"AVERY SLEDGE","SO MISS",35,28.33,"D",57.9,49.4,63,64.6,1,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,1
"AUSTIN YELDER","MO STATE",17,28.3,"D",60.1,57.3,59.2,62.9,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"DALTON HUGHES","TULANE",36,27.95,"D",59.4,57.5,59.1,61.1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1
"RODNEY HILL","USF",43,27.65,"D",40.6,34.6,NA,62.8,5,2,0,0,2,0,6.33,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,6,0,5
"BLESYNG ALUALU-TUIOLEMOTU","UNLV",18,27.47,"D",50.3,44.3,59.5,64.4,3,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.4,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0,2
"ERIC STUART","TEMPLE",51,25.79,"D",68.8,42.6,57.1,89,3,0,2,0,0,0,3,2,83.3,0.17,0,0,0,0,4,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0.4,2,0,0,0,0,0,5,0,1,1,1,4,0,0,0,0,0,0,0,0,4,0,0.5,0,5,0,4
"DWIGHT NUNOO","AKRON",31,25.72,"D",51,73,55,44.9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"JERRY WALL III","CHARLOTTE",24,25.12,"D",47.5,57.6,60,47.2,4,4,0,0,2,2,0,0,83.3,0.62,0,0,-1,2,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,0,4,4,2,0,2,1,8,0,0,0,2,0,1,0,0,4,0,0,0.5,6,0,2
"CINCEAR LEWIS","BALL ST",49,25.1,"D",62.5,46.1,52.3,76.2,3,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,6,0,5
"JAKE ST. ANDRE","LA LAFAYET",72,24.91,"D",56.1,50.8,55.7,62.7,7,0,3,0,0,0,5.2,1,91.7,0.2,0,0,4,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.125,3,0,0,0,0,0,9,1,0,1,1,6,1,0,0,0,0,0,1,0,6,0,0.167,0,8,0,8
"CREWS LAW","E CAROLINA",43,24.56,"D",56.1,58.7,53.6,58.1,4,2,1,0,1,0,1,1,118.8,2.92,0,0,7,1,19,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,1,0,0,1,1,2,4,1,0,2,1,38,1,0,0,0,0.077,0,0.5,0,19,0,0.333,0,5,0,2
"KADIN SCHMITZ","CHARLOTTE",35,24.46,"D",56.9,68.1,54.5,53,3,1,0,0,0,0,11,1,62.5,0.47,0,0,-3,1,9,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.25,0,0,0,0,0,1,3,2,0,1,0.5,9,0,0,0,2,0,1,0,0,4.5,0,0.5,0,4,0,2
"PICKLE STEWART","FIU",35,24.18,"D",58.2,60.3,67.3,55,2,0,1,0,0,0,1,0,118.8,1.27,16.7,0,18,0,28,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,1,28,1,0,0,0,0.045,0,1,0,28,0,0,0,2,0,2
"ZACH SMITH","W KENTUCKY",34,24.08,"D",56.7,68.1,58,49.7,2,0,2,1,0,1,2,1,135.4,0.58,0,0,-3,0,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0.5,2,0,1,0,0,0,3,2,0,1,1,7,1,0,0,0,0,0,1,0,7,0,0.333,1,4,0,5
"TANO LETULI","S DIEGO ST",58,23.91,"D",39.4,47.5,46.3,43,9,2,4,0,1,1,3.75,0,118.8,2.78,0,0,12.6,1,16,0,2,0,0,1,0,1,0,NA,0,0,0,0,0,0,0.1,3,1,0,2,2,2,11,5,1,4,0.8,64,3,0,0,5,0.043,1,0.6,0,12.8,0,0,0.2,10,0,6
"KAMUELA KA'AIHUE","UNLV",30,23.7,"D",55.1,67.5,59.5,48.1,3,0,2,0,0,1,6,0,64.6,0.67,0,0,2.5,0,10,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.25,2,0,0,0,0,0,3,2,0,1,0.5,10,1,0,0,0,0,0,0.5,0,5,0,0,1,4,0,2
"RAFAEL TERRERO JR.","KENT STATE",18,23.34,"D",64.4,69.9,55.5,60.6,2,1,0,0,0,0,6,0,118.8,3.6,0,0,-1,1,18,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,18,1,0,0,0,0.2,0,1,0,18,0,0,0,2,0,1
"SANDERS ELLIS","BOWL GREEN",48,21.72,"D",46.6,27.9,NA,67.7,4,1,2,0,0,0,3.5,0,87.5,0.2,NA,0,6,1,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,1,1,5,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4
"AYDEN COMBS","LA TECH",22,21,"D",63.9,67.1,54.8,61.9,1,0,0,0,0,0,5,1,79.2,0.33,0,0,-4,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,2,0,0.5,0,2,0,1
"AIDAN THOMPSON","JVILLE ST",38,20.89,"D",48.9,51.6,47,55.7,3,1,1,0,1,1,1,1,104.2,0.82,50,1,1,0,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.4,1,0,0,1,1,1,4,1,0,1,1,9,0,0,0,0,0,0,0,0,9,0,0.333,0.5,5,0,5
"JACE ARNOLD","SM HOUSTON",67,20.64,"D",55,61.3,58.9,53.2,4,0,2,0,0,1,8,0,101.4,1.62,0,0,6.3,0,15.8,0,0,0,0,1,0,2,0,NA,0,0,0,0,0,0,0.2,0,2,0,0,0,0,5,4,1,4,0.667,63,1,0,0,0,0.051,0,0.167,0,10.5,0,0,0.25,5,0,3
"CEDRIC ROBERTS","N TEXAS",38,20.19,"D",38.1,44.1,52.8,44.4,3,1,1,0,1,0,6,1,102.1,2.46,16.7,3,9.3,0,16,0,0,0,1,0,0,2,0,NA,0,0,0,0,0,0,0.25,1,0,0,2,3,1,6,2,0,2,0.667,32,2,0,0,0,0.154,0,0.667,0,10.7,0,0.333,0,4,0,3
"COBY OWENS","GA STATE",59,19.64,"F",63.1,70.4,46.7,62.9,1,0,0,0,0,2,0,0,95.8,0.18,0,0,-6,0,7,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.667,0,0,0,2,2,0,2,2,0,1,1,7,1,0,0,0,0,0,1,0,7,0,0,0.667,3,0,4
"ELGIN MCDUFFEY","E MICHIGAN",39,17.8,"F",43,45.6,55,49.6,4,0,2,1,0,0,3.67,2,114.6,1.44,0,0,10,0,11.5,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.333,2,0,1,0,0,0,6,2,0,2,1,23,2,0,0,0,0.063,0,1,0,11.5,0,0.4,0,5,0,5
"TYTUS KHAJAVI","FRESNO ST",36,16.93,"F",54.5,39.3,59.2,65.6,1,0,0,0,0,0,0,0,95.8,0.67,0,0,5,0,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,14,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2
"OWEN PEWEE","UTSA",20,16.13,"F",43.8,35.2,60,63,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0,1
"DIEGO AVILES","GA SOUTHRN",16,15.71,"F",49.7,42.1,NA,62.3,1,0,1,0,0,0,8,2,56.3,0.1,NA,0,1,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.667,1,0,0,0,0,0,2,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0.5,0,0.667,0,2,0,1
"MICAH JOHNSON","LA LAFAYET",19,12.87,"F",52.3,42.3,57.1,64.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"TREY MCDONALD","MEMPHIS",30,12.65,"F",37.4,29.2,56.5,63.4,1,0,1,0,0,0,3,1,39.6,0,0,0,5,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,4
"NASERI DANIELSON","S JOSE ST",71,11.42,"F",52.9,70.3,57.8,45.5,2,0,2,0,0,1,1.5,1,98.6,1.34,0,0,7.8,0,14.8,0,0,0,0,2,0,3,0,NA,0,0,0,0,0,0,0.5,2,0,0,0,0,0,6,4,0,4,0.667,59,3,0,0,0,0.068,0,0.5,0,9.8,0,0.333,1,4,0,5
"KAJUAN BANKS","TULANE",31,9.57,"F",48.4,63.3,57.4,46.3,1,0,0,0,0,1,0,0,150.4,3.12,0,0,11.2,0,13.3,0,0,1,0,0,0,2,0,NA,0,0,0,0,1,0,0.5,0,0,0,0,0,0,5,5,1,4,0.8,53,3,1,0,0,0.118,0,0.6,0,10.6,0.2,0,0.5,2,0,2
"JADON MAYFIELD","LA TECH",46,7.29,"F",39.5,50.7,58,44.7,5,1,2,0,1,0,2,1,158.3,4.63,0,0,11,0,18.5,0,0,0,0,0,1,2,0,NA,0,0,0,0,1,0,0.167,0,2,0,0,0,1,8,3,1,4,1,74,3,0,0,4,0.125,1,0.75,0,18.5,0,0.333,0,6,0,4
"KEITH BROWN","WASH STATE",59,6.45,"F",44.1,66.8,57.3,35.1,5,0,2,0,0,2,2,0,145.8,1.84,0,0,1.5,0,9.5,0,0,0,0,0,0,2,0,NA,0,0,0,0,2,0,0.286,2,0,0,0,0,0,7,5,0,6,1,57,4,0,0,0,0.065,0,0.667,0,9.5,0,0,0.5,7,0,8
"MARRIO WILLIAMS JR.","SO MISS",16,4.72,"F",42.9,34.7,59.6,65.6,2,1,0,0,0,0,0,2,118.8,4.67,0,0,-1,1,14,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,1,4,0,0,1,1,14,0,0,0,0,0,0,0,0,14,0,1,0,4,0,1
"ANDREW HINES III","BOWL GREEN",21,0.57,"F",37.2,46.8,NA,43.8,1,0,0,0,0,1,9,0,118.8,3.3,NA,0,8.5,0,16.5,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4,2,0,2,1,33,2,0,0,0,0.1,0,1,0,16.5,0,0,1,2,0,3
"OUMAR DIOMANDE","COLO STATE",38,0,"F",29.2,41.6,67.3,27.6,3,0,2,0,0,0,2.5,0,118.8,10.7,0,0,10,0,35.7,0,0,0,0,0,1,2,0,NA,0,1,0,0,0,1,0,2,0,0,0,0,0,8,3,0,3,1,107,2,0,0,0,0.2,0,0.667,0,35.7,0,0,0,3,0,4
