"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Break.Up","Drops...Off.Targets.Receptions.Forced","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Interceptions","Pass.Stop","Average.Depth.of.Tackle","Assist.Tackles.on.Run.Plays","Plays.of.15..Yards.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Missed.Tackles.on.Pass.Plays","Touchdowns.Allowed","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Dropped.Int","Unblocked.Pass.Rush","Forced.Fumble","Beaten.Defender","Sacks","Fumble.Recovery","Pursuit.Pressure","Hits","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interception"
"COURTLAND GUILLORY","OKLAHOMA",34,50.5,"C",59,62.2,50,NA,3,1,0,72.9,1,0,0.65,5.5,7.3,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,4,3,2,2,0.667,11,1,1,0,1,0,0.333,0.333,0,3.7,0.333,0,0.333,4,0,3,0,0
"DEMETRES SAMUEL JR.","SYRACUSE",43,49.82,"C",64.7,63.7,64.4,NA,4,0,1,101.7,0,1,1.68,10.5,6.6,0,1,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,4,0.8,42,0,0,0,3,0.04,0.6,0,0,8.4,0,0,0,4,0,4,0,0
"SYEED GIBBS","KANSAS",19,49.65,"C",55.1,54.4,60.6,NA,2,0,1,52.1,0,3,1.67,10,14.4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0.4,20,1,0,0,3,0,0.6,0.2,0,4,0,0,0,2,0,2,0,0
"ELIJAH REED","UTAH",28,49.61,"C",66.4,65.9,61.1,NA,2,0,1,75.7,0,0,0.68,6.5,1.3,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.667,13,1,0,0,2,0,0.667,0.333,0,4.3,0,0,0,2,0,2,0,0
"MARTEL HIGHT","VANDERBILT",23,49.47,"C",57.7,60.8,58.3,70.9,3,0,1,101.4,0,0,1.79,8.3,8,0,1,16,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,3,1,25,0,0,0,1,0,0.333,0,0,8.3,0,0,0,3,0,3,0,0
"GRACESON LITTLETON","TEXAS",41,49.27,"C",62.6,54.3,79.2,60,6,2,1,90.8,0,0,1.32,5.8,2.8,0,0,7.5,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0.143,1,0,0,0,2,3,3,0,5,1,29,2,0,0,4,0,0.8,0.4,0,5.8,0,0,0.333,7,0,3,0,0
"JAY'VION COLE","ARIZONA",41,48.95,"C",61.3,63.9,46.1,64.8,1,1,0,56.3,0,1,0.07,2,13.5,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,1,2,1,0,1,0.5,2,1,0,0,2,0,1,0.5,0,1,0,1,0,2,0,3,0,0
"MARCELLO VITTI","IOWA",29,48.91,"C",66.8,66.2,62.1,NA,NA,0,0,79.2,0,0,0.15,3,2,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,0,1,0,0
"DJ PICKETT","LSU",38,48.74,"C",66,68,53.6,NA,2,0,2,82.3,0,1,0.71,5.7,3.3,0,2,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,1,0,0,3,0.75,17,0,0,0,2,0,0.5,0,0,4.3,0,1,0,3,0,3,0,0
"XAVIER LUCAS","MIAMI FL",39,48.56,"C",64.3,68.1,45.5,59.9,3,0,0,79.9,2,0,1.79,17.3,20.7,0,0,8,0,2,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4,3,3,3,0.5,52,3,3,0,2,0.069,0.333,0.5,0,8.7,0.5,0.5,0,3,0,2,0,0
"IBN MCDANIELS","PENN STATE",17,48.35,"C",57.2,64.1,46.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"JAYLEN BELL","INDIANA",55,48.31,"C",60,61.6,67.7,NA,5,0,2,108.3,0,0,0.77,10,9,0,1,7.33,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,2,1,20,1,0,0,1,0,0.5,0.5,0,10,0,0,0,5,0,4,0,0
"DIJON LEE JR.","ALABAMA",32,48.18,"C",67.7,66.6,65.2,NA,3,0,0,104.2,0,1,0.59,3.3,0.2,0,0,7,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0.6,10,1,1,0,2,0,0.4,0.2,0,2,0.2,0,0,3,0,3,0,0
"CAM CHADWICK JR.","VA TECH",18,48.05,"C",54.9,52.6,62.9,NA,NA,0,0,39.6,0,0,0,0,13,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,0,0,0
"CAMERON KEYS","MISSOURI",19,47.88,"C",64.5,62.2,65.4,NA,1,0,0,62.5,0,1,1.29,9,15.5,0,0,27,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,1,0.5,9,0,0,0,1,0,0.5,0,0,4.5,0,0,1,2,0,1,0,0
"DJ WALLER JR.","LOUISVILLE",69,47.67,"C",63.5,62.8,64.5,60,2,0,1,88.5,0,1,0.66,7.7,3,0,1,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0.333,0,0,1,1,0,2,2,0,3,0.75,23,0,0,0,3,0,0.75,0,0,5.8,0,0,0.333,3,0,4,0,0
"RICARDO COOPER JR.","MARYLAND",17,47.07,"C",57.1,56.3,60.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"QUENTIN TAYLOR","MISS STATE",43,46.71,"C",67.6,67.2,63.2,NA,4,1,0,86.1,0,0,0.7,4.7,1.3,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,1,1,0,3,1,14,2,0,0,1,0,0.333,0.667,0,4.7,0,0,0.2,4,0,4,0,0
"CORMANI MCCLAIN","FLORIDA",52,46.63,"C",63.9,63.3,63.2,NA,3,1,1,95.8,0,0,0.44,7,7,0,1,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,2,2,0,2,1,14,1,0,0,0,0,0,0.5,0,7,0,0,0.25,4,0,3,0,0
"ASHTON HAMPTON","CLEMSON",81,46.39,"C",62.9,60.6,69.4,NA,2,1,0,70.1,0,1,1.1,23,10.3,1,0,9,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,3,3,1,2,0.667,46,2,0,0,3,0.024,1,0.667,0.333,15.3,0,0,1,3,0,1,0,1
"JORDAN SHAW","TEXAS A&M",19,46.36,"C",67.1,64.8,65.2,59.7,NA,0,0,79.2,0,0,0.5,3,-3,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,2,1,6,0,0,0,1,0,0.5,0,0,3,0,NA,NA,NA,0,1,0,0
"JACOB FINLEY","CINCINNATI",66,46.32,"C",63.2,69.4,31,60,4,1,0,106.3,0,0,0.46,9.5,4.5,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,4,2,2,2,1,19,1,0,0,2,0,1,0.5,0,9.5,0,0,0,4,0,3,0,0
"TIM MERRITT","TENNESSEE",17,45.53,"C",58.2,65.1,45.7,NA,0,0,0,39.6,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"VICARI SWAIN","S CAROLINA",31,45.37,"C",67.9,67.5,61.8,NA,0,0,0,56.3,0,1,0.24,4,4,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.5,4,0,0,0,1,0,0.5,0,0,2,0,0,1,1,0,1,0,0
"TYRESE BOSS","ARIZONA",25,44.41,"C",66,65.7,60.3,NA,NA,0,0,91.7,0,0,0.33,6,4,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,1,6,0,0,0,1,0,1,0,0,6,0,NA,NA,NA,0,2,0,0
"JAMARE GLASKER","MARYLAND",23,44.39,"C",61.7,61,61.3,NA,2,0,0,71.5,0,2,1.88,30,20.3,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333,30,1,0,0,0,0.063,0,0.333,0,10,0,0,0,2,0,1,0,0
"JAHMIR JOSEPH","PENN STATE",16,44.07,"C",58.1,57.8,60,NA,NA,0,0,56.3,0,0,0.55,6,6,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,1,0.5,6,0,0,0,2,0,1,0,0,3,0,NA,NA,NA,0,0,0,0
"ORE ADEYI","NWESTERN",58,44.06,"C",52.7,52.4,57.3,NA,3,1,0,76.3,2,2,2.52,15.6,17,0,0,0,0,2,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,2,5,0.5,78,4,2,0,4,0.065,0.4,0.4,0,7.8,0.2,0,0,3,0,2,0,0
"BRAEDEN MARSHALL","UCF",22,43.87,"C",52.6,47.3,69.3,NA,1,0,1,66.7,0,1,0.85,11,19,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0.5,11,1,0,0,1,0,0.5,0.5,0,5.5,0,0,0,1,0,1,0,0
"BRAVION ROGERS","TEXAS A&M",18,43.3,"C",63.7,62.7,62.1,NA,NA,0,0,83.3,0,0,0.8,4,2,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,1,4,0,0,0,1,0,1,0,0,4,0,NA,NA,NA,0,0,0,0
"TRAVON WEST","WAKE",36,42.88,"C",50.6,46.9,68.2,NA,3,1,1,88.5,1,0,1.15,7.7,12.5,0,1,8,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,4,4,1,3,0.75,23,1,1,0,3,0,0.75,0.25,0,5.8,0.25,0,0.5,4,0,2,0,0
"REGGIE BUSH II","BAYLOR",21,42.86,"C",71.9,71.6,61.1,NA,3,0,0,79.2,0,0,5.18,14.3,11.3,1,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,57,3,0,0,4,0.182,1,0.75,0.25,14.3,0,0,0,3,0,3,0,1
"BRADLEE JONES","RUTGERS",54,42.8,"C",63.4,53.9,75.9,NA,8,2,0,118.8,0,0,2,20,19,0,0,8.4,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,40,2,0,0,1,0.05,0.5,1,0,20,0,0,0,8,0,3,0,0
"MATTHIAS LEACH","BYU",34,42.8,"C",55.9,54.5,63.9,60,3,0,0,68.8,0,0,2.33,14,11.3,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0.75,42,2,0,0,2,0.056,0.5,0.5,0.25,10.5,0,0,0,3,0,2,0,1
"ASHAAD WILLIAMS","WAKE",40,42.71,"C",62.2,61.6,61.9,NA,2,0,1,88.5,0,0,0.81,5.3,1.5,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,1,21,1,0,0,3,0,0.75,0.25,0,5.3,0,0,0,2,0,1,0,0
"ANTIONE JACKSON","UCF",26,42.38,"C",56.4,52.6,69.7,NA,2,0,1,95.8,0,0,1.88,30,20.5,0,0,-1,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.5,30,1,1,0,0,0.063,0,0.5,0,15,0.5,0,0,2,0,1,0,0
"BEN HANKS III","FLORIDA",31,42.24,"C",53.5,52.8,62.2,59.1,4,0,0,77.8,1,0,1.53,7.3,9.7,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,0.667,29,2,1,0,2,0,0.333,0.333,0,4.8,0.167,0,0,4,0,3,0,0
"CREE THOMAS","COLORADO",57,41.79,"C",55.5,59.9,54.8,NA,7,3,0,103.1,0,1,1.28,12.3,8.3,0,0,0,1,1,0,0,0,1,2,NA,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,3,5,4,0,3,0.75,37,3,0,0,3,0.035,0.75,0.75,0,9.3,0,0.5,0,8,0,5,0,0
"ZION TRACY","PENN STATE",18,41.36,"C",62.3,60.8,64,NA,4,1,0,97.9,0,0,1.25,7.5,3.5,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,1,1,0,2,1,15,1,0,0,1,0,0.5,0.5,0,7.5,0,0,0.333,5,0,1,0,0
"LADAINIAN FIELDS","OKLA STATE",40,40.02,"C",66.5,66,62.6,NA,2,0,1,118.8,0,1,3.04,19,15.4,1,1,0,0,2,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,2,2,2,4,0.8,76,2,0,0,2,0.08,0.4,0.4,0.2,15.2,0,0,0.333,3,0,3,0,1
"ROMAN PEARSON","KANSAS",22,39.99,"D",60.7,60,61.3,NA,1,0,1,102.1,0,0,1.42,8.5,8,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,17,1,0,0,1,0,0.5,0.5,0,8.5,0,0,0,1,0,1,0,0
"MO HORN","OKLA STATE",26,39.82,"D",66.3,65.2,63.9,NA,2,0,1,112.5,0,0,2,11,10,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,22,1,0,0,2,0.091,1,0.5,0,11,0,0,0,2,0,2,0,0
"CAM RICHARDSON","STANFORD",40,39.74,"D",64.5,63.9,62.6,NA,1,0,0,86.8,0,1,0.95,10.5,14,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,2,0.667,21,1,0,0,2,0,0.667,0.333,0,7,0,0,0.5,2,0,2,0,0
"RODNEY BIMAGE JR.","ARIZONA ST",29,39.67,"D",62.8,62.2,62,NA,1,0,0,81.3,0,1,1,8.5,15.3,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,2,1,2,0.667,17,1,0,0,2,0,0.667,0.333,0,5.7,0,0,0.5,2,0,2,0,0
"NICK MCCLELLAN","KANSAS ST",18,39.65,"D",60,58.9,61.9,NA,2,0,0,82.6,0,0,2,9,5.3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.667,18,1,0,0,2,0,0.667,0.333,0,6,0,0,0,2,0,2,0,0
"ASHTON CUNNINGHAM","BOSTON COL",41,39.63,"D",61.8,58.5,67,NA,1,1,0,122.9,0,0,0.36,4,9,0,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0
"DARION JONES","IOWA",22,38.15,"D",60.5,59.9,60.7,NA,2,0,0,108.3,0,0,0.71,10,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,0,0,2,0,1,0,0
"QUINDARRIUS JONES","FLORIDA ST",47,38.1,"D",75,56,96.9,NA,3,0,2,149.3,0,1,3.31,43,6,0,1,2,0,1,1,1,1,0,0,NA,0,0,0,1,0,0,1,0,0,0.25,1,1,0,0,0,1,1,0,2,0.667,86,1,0,0,2,0.039,0.667,0.333,0,28.7,0,0,0.333,4,0,3,0,0
"ELIJAH CANNON","KANSAS",28,38.09,"D",56.6,60.9,52.9,55.9,1,1,0,79.2,0,0,0.23,3,-3,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,2,1,0,1,1,3,0,0,0,1,0,1,0,0,3,0,0,1,2,0,1,0,0
"DAMARI BROWN","MIAMI FL",55,36.71,"D",49,45.7,69.8,60,2,2,0,58.9,0,3,1.29,16.3,13.8,0,0,0,1,3,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,2,6,6,0,3,0.375,49,2,0,0,4,0.079,0.5,0.25,0,6.1,0,0,0.5,3,0,2,0,0
"BRANDON NICHOLSON","STANFORD",47,36.54,"D",63,61.6,65.1,NA,3,1,0,103.1,0,0,1.25,8.8,6,0,0,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,2,2,0,4,1,35,2,0,0,3,0.036,0.75,0.5,0,8.8,0,0,0.333,4,0,3,0,0
"ANDRE JORDAN JR.","AUBURN",91,36.38,"D",59.5,58.2,65,NA,4,1,0,126.6,1,2,1.71,17.8,15.7,0,0,0,0,3,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,0.556,89,5,1,0,2,0.058,0.222,0.556,0,9.9,0.111,0,0,4,0,4,0,0
"JAI'MIER SCOTT","WISCONSIN",48,35.78,"D",57.7,55,68.3,NA,5,1,1,113.5,0,1,1.96,15.7,9.5,0,0,5,0,1,0,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.286,1,0,0,0,1,3,3,0,3,0.75,47,2,0,0,2,0.042,0.5,0.5,0,11.8,0,0,0.4,7,0,3,0,0
"MIKEY MUNN","RUTGERS",21,35.77,"D",56.6,53.5,64.8,NA,1,0,0,112.5,0,2,3.1,31,33.7,0,0,11,0,1,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333,31,1,0,0,0,0.1,0,0.333,0,10.3,0,0,0,1,0,0,0,0
"MAX TUCKER","BOSTON COL",47,35.11,"D",46.4,44.9,64.8,NA,4,0,1,87.5,0,0,0.38,5,5,0,1,10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,5,1,0,0,1,0,1,1,0,5,0,0,0,4,0,2,0,0
"BO MASCOE","TEXAS",39,34.89,"D",60.6,59.5,63,NA,1,0,0,89.6,0,0,1.05,22,19.5,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,2,1,1,0.5,22,1,1,0,1,0.048,0.5,0.5,0,11,0.5,0,0.5,2,0,2,0,0
"CHAMS DIAGNE","W VIRGINIA",60,34.83,"D",53.9,51.8,67.7,NA,6,1,0,118.8,0,2,1.11,17,12.3,0,0,8,0,1,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,3,0.5,51,3,0,0,3,0.022,0.5,0.5,0,8.5,0,0,0,6,0,3,0,0
"MISUN KELLEY","CLEMSON",37,34.41,"D",54.6,49.7,66.4,60,1,0,0,79.9,0,1,1.07,8,5.3,0,0,12,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,2,0,2,0.667,16,0,0,0,1,0,0.333,0,0,5.3,0,0,1,2,0,2,0,0
"LEVAR THORNTON JR.","BAYLOR",66,34.01,"D",55.6,57.4,49.3,NA,3,0,1,83.6,0,2,1.54,14.3,16.7,0,1,0,0,2,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,6,4,1,4,0.571,57,4,0,0,3,0.054,0.429,0.571,0,8.1,0,0,0.25,4,0,4,0,0
"KEVIN LEVY","RUTGERS",59,33.39,"D",60,60.9,56.7,NA,2,0,1,106.3,0,0,0.76,9.5,10,0,0,9.5,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,3,2,0,2,1,19,1,0,0,1,0,0.5,0.5,0,9.5,0,0.333,1,4,0,2,0,0
"CHARLIE COMELLA","BOSTON COL",35,33.13,"D",59.9,62.5,53.6,NA,4,0,0,118.8,0,0,1.62,21,16,0,0,12.5,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,21,1,0,0,1,0.077,1,1,0,21,0,0,0,4,0,2,0,0
"BRYCE WEST","WISCONSIN",46,32.81,"D",51.4,45.2,64.5,71.8,3,1,0,86.8,1,1,2.82,20.7,15.8,0,0,0,0,3,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,6,6,1,3,0.5,62,2,1,0,4,0.136,0.667,0.333,0,10.3,0.167,0,0.25,4,0,3,1,0
"JAYVON THOMAS","SMU",66,32.79,"D",59.8,60.1,58.6,NA,3,1,0,118.8,0,0,0.55,16,14,0,0,11,1,1,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,3,2,0,1,1,16,1,0,0,0,0.035,0,1,0,16,0,0.333,0.5,5,0,2,0,0
"PJ WOODLAND","LSU",36,31.85,"D",58.1,62.5,45.3,59.1,2,0,0,118.8,0,0,1.38,14.5,12.5,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,29,1,0,0,1,0.048,0.5,0.5,0,14.5,0,0,0,2,0,3,0,0
"RASHAD GODFREY JR.","IOWA",29,31.76,"D",46.4,45.6,60.8,NA,1,0,0,85.4,0,1,1,20,22,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0.5,20,1,0,0,0,0.05,0,0.5,0,10,0,0,0,1,0,1,0,0
"ZAMARI STEVENSON","WAKE",40,31.23,"D",60.2,56.5,69.8,60,1,0,1,100,0,0,0.73,8,-2.5,0,0,1,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,2,2,0,2,1,16,1,0,0,2,0.045,1,0.5,0,8,0,0,1,2,0,1,0,0
"KHAMANI HUDSON","CAL",23,30.67,"D",53.2,59,46.3,NA,3,0,0,108.3,0,0,1.11,10,0,0,0,15,0,0,0,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,3,1,0,1,1,10,1,0,0,1,0,1,1,0,10,0,0.333,0,4,0,1,0,0
"NICK DELOACH JR.","MISSOURI",15,30.46,"D",49.1,55.6,45.6,NA,1,0,0,61.8,0,1,2.88,23,16.7,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,2,1,1,0.333,23,1,1,0,0,0.125,0,0.333,0,7.7,0.333,1,0,2,0,1,0,0
"BOO CARTER","COLORADO",57,29.87,"D",54,59.4,39.6,NA,2,1,1,106.3,0,1,1.21,17.5,21.3,0,0,0,0,2,0,2,0,2,1,NA,1,0,0,0,0,0,1,0,0,0.667,1,1,0,0,1,6,3,1,2,0.667,35,2,0,0,1,0.069,0.333,0.667,0,11.7,0,0.667,0.667,6,0,4,0,0
"KELVIN HILL","GA TECH",47,29.19,"D",55.1,49,72.2,60,2,0,1,158.3,0,0,1.56,13,6.7,0,0,3.5,0,1,0,0,1,0,0,NA,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,4,1,3,1,39,2,0,0,2,0.04,0.667,0.667,0,13,0,0,0,2,0,0,0,0
"DRE POLLARD","STANFORD",33,28.17,"D",56.8,57.3,57.2,NA,1,0,0,139.6,0,1,1.89,11.3,13.5,0,0,19,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0.75,34,3,0,0,2,0.056,0.5,0.75,0,8.5,0,0,0,1,0,1,0,0
"RAION STRADER","PITTSBURGH",48,27.84,"D",50.6,49.1,62.5,NA,2,0,0,77.8,0,2,1.36,16.3,12.7,0,0,0,0,2,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,5,5,0,3,0.5,49,2,0,0,4,0.056,0.667,0.333,0,8.2,0,0,0.333,3,0,3,0,0
"JEREMIAH CHARLES","NEBRASKA",28,27.36,"D",50.3,48.2,65.4,58.3,4,1,1,118.8,0,0,5.36,25,10,0,1,6,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,75,1,0,0,1,0.071,0.333,0.333,0,25,0,0,0,4,0,2,0,0
"LASIAH JACKSON","STANFORD",21,26.99,"D",46.4,41.9,69.5,NA,3,2,0,132.6,0,2,3.64,12.8,15.3,0,0,0,1,1,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,4,0.667,51,2,0,0,4,0.071,0.667,0.333,0,8.5,0,0,0,3,0,2,0,0
"JAXSON GATES","MISSOURI",21,25.48,"D",59.5,58.4,61.9,NA,1,1,0,158.3,0,0,2,16,14,0,0,0,0,1,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,16,1,0,0,1,0.125,1,1,0,16,0,0,0,1,0,1,0,0
