"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Average.Depth.of.Tackle","Pursuit.Pressure","Run.Tackle.for.Losss.or.No.Gain","Pass.Rush.Productivity","Passer.Rating.Allowed","Average.Depth.of.Target.per.Coverage","Yards.per.Reception.Allowed","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Unblocked.Pass.Rush","Drops...Off.Targets.Receptions.Forced","Sacks","Missed.Tackles.on.Pass.Plays","Beaten.Defender","Plays.of.15..Yards.Allowed","Hits","Pass.Tackle.for.Loss.or.No.Gain","Lined.up.in.Press.Coverage","Batted.Passes","Pass.Break.Up","Forced.Fumble","Interceptions","Touchdowns.Allowed","Fumble.Recovery","Dropped.Int","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"MASON POSA","WISCONSIN",29,36.7,"D",63.7,58.6,68.7,60.3,3,2,0,2,0,0,0,0,7.1,43.1,5.3,9,1.5,0,0,0,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0.25,0,0,0,1,1,2,3,2,2,2,0.667,18,1,0,0,0,0,0,0.333,0.333,6,0,0,0.5,4,0,1
"TROY BOWLES","MICHIGAN",27,36.68,"D",62.9,70.6,56.8,53.9,5,0,3,0,0,3.5,0,1,25,108.3,5,10,1.11,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,0,0,5,0,5
"CALEB LAVALLEE","FLORIDA ST",26,36.05,"D",65.5,55.6,57.1,71.5,3,2,0,1,0,7,0,0,0,79.2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MYLES GRAHAM","FLORIDA",60,35.54,"D",53.5,71.3,81.3,38.6,5,1,2,1,0,3,0,0,16.7,89.6,2.8,8,0.71,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0.167,2,0,0,2,2,1,6,5,0,3,0.75,24,2,0,0,2,0,0.5,0.5,0,6,0,0,0.333,6,0,6
"ANTHONY SPECA","PURDUE",29,35.52,"D",60.4,55.6,67.3,62,2,1,0,1,1,2,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,2
"BEN CUTTER","W VIRGINIA",25,34.88,"D",62.9,67.6,74.7,49.4,3,0,1,0,0,1,0,1,16.7,93.8,0,6.5,1.44,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2,1,0,2,1,13,1,0,0,2,0,1,0.5,0,6.5,0,0,0,3,0,3
"ALEX AFARI JR.","KENTUCKY",32,34.66,"D",63.6,57.8,57.7,66.4,3,2,0,2,1,7,0,0,0,47.9,13,13,0.68,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0.4,0,0,0,0,0,2,2,1,1,1,0.333,13,1,1,0,2,0,0.667,0.333,0,4.3,0.333,0.25,1,5,0,3
"TY MORRIS","RUTGERS",40,34.45,"D",59.6,44.4,56.6,70.8,6,1,1,1,1,7,0,0,0,47.9,9.6,7,0.78,0,0,2,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0.143,1,0,0,0,0,1,6,1,1,2,0.4,14,0,1,0,2,0,0.4,0,0,2.8,0.2,0.333,0,7,0,6
"ZACH JOHNSON","STANFORD",19,34.29,"D",54.2,60.4,57,52.7,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,2,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,6,0,7
"PAYTON PIERCE","OHIO STATE",17,34,"D",54,66.7,65.8,45.9,1,0,1,0,0,6,0,0,0,39.6,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CADE ULUAVE","BYU",38,33.82,"D",65.7,62.7,53.8,66.6,5,1,2,0,0,0,0,0,0,52.1,4.8,10,0.71,1,0,3,0,2,0,0,0,1,NA,0,0,0,0,0,0,0,0.286,0,2,1,0,0,1,2,2,2,2,0.4,20,1,0,0,4,0,0.8,0.2,0,4,0,0,0.286,7,0,5
"NICHOLAS RODRIGUEZ","MISSOURI",61,33.5,"D",65.2,77.8,57,52.6,7,1,4,1,0,4.17,0,0,0,94.4,2.3,6.7,0.65,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0.222,4,0,0,0,0,1,3,3,1,3,1,20,1,0,0,0,0,0,0.333,0,6.7,0,0,1,9,0,3
"VINCENT FIRENZE","WAKE",30,33.42,"D",42.3,58.3,56.8,38.7,6,2,3,2,0,5,1,0,16.7,118.8,9.7,14.7,2.75,0,1,0,1,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.143,2,1,0,1,2,2,6,3,1,3,1,44,2,0,1,1,0.063,0.333,0.667,0,14.7,0,0,0.5,7,0,2
"TAYLOR SCHAEFER","WISCONSIN",27,32.87,"D",64.7,74.6,59.6,55.9,3,2,0,2,0,5,0,0,0,95.8,-4,7,0.54,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,0,0,0,0,0,2,1,1,0,1,1,7,1,0,0,0,0,0,1,0,7,0,0,1,4,0,2
"OMAR GRAHAM JR.","FLORIDA ST",35,32.83,"D",51.8,57.1,55.2,51.7,6,3,1,3,0,2,0,0,0,118.8,11,12.5,2.5,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1,0,2,1,25,1,0,0,0,0.1,0,0.5,0,12.5,0,0,0,6,0,2
"SULLIVAN SCHLIMGEN","IOWA STATE",33,32.81,"D",56.9,75.4,65.9,42.2,3,1,1,0,1,-1.5,0,1,25,84.7,4.7,4.3,0.76,1,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0,0.25,1,0,1,0,1,1,5,3,1,3,1,13,2,0,0,0,0,0,0.667,0,4.3,0,0.333,0,4,0,3
"GABE POWERS","KANSAS ST",61,32.69,"D",58.3,58.1,67.4,56.5,4,2,1,2,1,-7,0,1,0,97.9,1,7.5,0.48,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0.2,1,0,1,0,0,2,5,1,0,2,1,15,0,0,0,0,0,0,0,0,7.5,0,0.25,0,5,0,5
"ABRAM WRIGHT","RUTGERS",52,32.56,"D",71.1,74.4,55.4,67,5,0,1,0,0,10,0,0,0,91.7,2,6,0.27,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,1,0,0,1,0,1,1,0,6,0,0,0,5,0,2
"SHAWN MURPHY","S CAROLINA",38,32.44,"D",44.6,67,66.7,33,3,3,0,2,1,0,0,0,25,95.8,7.5,4.5,0.45,1,0,2,0,1,0,0,1,0,NA,0,0,0,0,1,0,0,0.4,0,0,0,0,1,3,5,4,0,2,0.5,9,1,0,0,0,0,0,0.25,0,2.3,0,0.333,0.5,5,0,1
"NATHANIEL STAEHLING","MICHIGAN",18,32.43,"D",66.1,66.2,NA,62,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"JABARI MANN","ARIZONA",16,32.4,"D",69.5,60,54.2,72.6,2,2,0,0,0,0,0,0,0,83.3,4,4,0.5,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
"DION CRAWFORD","MICH STATE",30,31.84,"D",67.5,79.1,NA,50.5,5,1,1,1,0,3.33,0,0,NA,118.8,21,28,2.8,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,28,1,0,0,0,0.1,0,1,0,28,0,0,0,5,0,3
"AJ KRUAH","GEORGIA",16,31.79,"D",57,77.2,55.7,43.7,3,0,1,0,0,1.33,1,1,10,104.2,6,9,1.5,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,9,0,0,0,1,0,1,0,0,9,0,0,0,3,0,2
"CARLTON SMITH","MARYLAND",61,31.62,"D",55.1,61.1,56.6,52.4,10,3,3,1,2,3.5,0,1,0,105.6,7.3,9.3,0.97,2,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.231,2,1,1,0,0,3,7,3,0,3,1,28,2,0,0,0,0,0,0.667,0,9.3,0,0.222,0.25,13,0,6
"MOHAMED TOURE","MIAMI FL",50,31.12,"D",53.6,58.2,57.1,53.7,6,2,1,1,0,1,1,0,20,124.2,7.6,13,1.15,1,1,1,0,2,0,1,1,0,NA,0,0,1,0,1,0,0,0.25,1,0,0,2,3,2,7,4,2,3,0.6,39,2,0,0,5,0.029,1,0.4,0,7.8,0,0,0.333,8,0,3
"ZACARI THOMAS","BOSTON COL",59,30.87,"D",56.2,69.2,56.7,46.5,7,1,4,1,2,0.25,0,2,0,91.3,6.4,15.7,1.88,0,0,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.222,4,0,2,0,0,1,5,3,0,3,0.6,47,2,0,0,4,0.04,0.8,0.4,0,9.4,0,0.286,0,9,0,8
"JEREMIAH TELANDER","TENNESSEE",28,30.02,"D",61.4,52.4,64.6,66.6,3,0,1,0,0,3.5,0,0,7.1,104.2,9,9,1.13,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,1,1,0,5,1,1,1,1,9,1,1,0,1,0,1,1,0,9,1,0,0,3,0,3
"BEN BOGLE","ARKANSAS",49,29.98,"D",63.7,68.6,54.9,59.1,8,0,3,0,0,7.25,0,0,0,91.7,-1,6,0.95,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.111,2,1,0,0,0,0,4,2,1,3,1,18,0,0,0,3,0,1,0,0,6,0,0,0.2,9,0,8
"TJ DOTTERY","LSU",72,29.63,"D",61.2,53.9,68.9,61.4,5,1,0,0,0,0,0,0,14.3,92.4,9.5,12.5,1.14,1,0,1,0,1,0,1,0,0,NA,0,1,0,0,0,0,0,0.167,0,0,0,2,2,1,6,4,2,4,0.667,50,2,1,0,2,0.023,0.333,0.333,0,8.3,0.167,0,0.167,6,0,3
"EAN RHEA","ILLINOIS",26,29.57,"D",54.3,47.2,58.7,63,2,0,1,0,0,3,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"EDWIN SPILLMAN","TENNESSEE",33,29.14,"D",54.8,75.8,55.5,47.6,6,2,2,1,0,0,0,0,0,118.8,5.8,12.6,3.94,1,0,0,0,0,0,1,0,1,NA,0,1,0,0,0,0,0,0,0,2,1,0,0,2,4,4,1,5,1,63,4,0,0,5,0.063,1,0.8,0,12.6,0,0,0,6,0,3
"AUSTIN ROMAINE","TEXAS TECH",64,28.86,"D",49.9,48.8,75.8,48.6,6,1,2,0,1,4,0,0,10,122.9,10.2,9.3,1.23,1,1,1,0,0,1,0,0,0,NA,0,1,0,0,1,0,0,0.143,1,1,0,1,1,1,10,5,2,4,0.667,37,2,1,0,3,0,0.5,0.333,0,6.2,0.167,0.333,0,7,0,7
"CALEB WOODSON","ALABAMA",60,28.73,"D",59,73.1,56.4,49.9,6,1,4,1,0,1.67,0,1,0,118.8,17.5,30.5,1.91,0,0,0,0,1,0,2,0,0,NA,0,0,0,0,0,0,0,0.143,3,1,1,0,0,1,4,3,1,2,1,61,2,0,0,0,0.063,0,1,0,30.5,0,0,0.333,7,0,4
"DEUCE DYCE","WAKE",19,27.43,"D",57,49,59.1,64,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0.667,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,2,0,2
"SIONE FOTU","HOUSTON",38,27.16,"D",58.7,62.4,57.7,56,5,0,3,0,0,1.75,0,1,0,100,5,8,1.14,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,1,0,2,1,16,1,0,0,2,0,1,0.5,0,8,0,0,0,5,0,3
"JONATHAN AGUMADU","N CAROLINA",30,26.92,"D",64.1,73.4,NA,55.9,1,0,1,0,0,1,0,0,NA,91.7,6,6,0.4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,6,1,0,0,1,0,1,1,0,6,0,0,0,1,0,2
"JAMES NESTA","OKLAHOMA",61,26.85,"D",48.8,64.6,53.4,42.3,5,1,2,0,0,2.5,1,0,14.3,118.8,7,13,1.44,1,2,0,0,1,0,1,1,0,NA,0,0,0,0,0,0,0,0.167,2,0,0,2,3,1,6,3,0,3,1,39,2,0,0,0,0.037,0,0.667,0,13,0,0,0.25,6,0,2
"LACORIAN HODGE","NC STATE",22,26.82,"D",64,60.1,55.6,66,0,0,0,0,0,0,0,0,10,39.6,9,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,1,0,0
"TERRELL FOSTER","GEORGIA",18,26.8,"D",42.2,62.3,53.1,42.9,2,1,1,1,0,0,0,0,8.3,118.8,-2.3,1,0.43,0,1,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,2,1,3,1,3,1,0,0,2,0,0.667,0.333,0,1,0,0,0,2,0,3
"WILLIE BRELAND III","IOWA STATE",21,26.76,"D",56.3,52.8,NA,60.3,2,0,2,0,1,1,0,0,NA,56.3,2,-1,-0.13,0,0,0,0,1,0,0,0,1,NA,0,1,0,0,0,0,0,0.5,1,1,1,0,0,0,4,2,2,1,0.5,-1,0,1,0,0,0,0,0,0,-0.5,0.5,0.5,0.5,4,0,4
"DEREK WEISSKOPF","IOWA",16,26.52,"D",61.8,62.7,66,56.7,2,0,0,0,0,5,0,0,50,118.8,19,19,2.11,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,19,1,0,0,0,0.111,0,1,0,19,0,0,0,2,0,1
"QUINCY DAVIS","KANSAS",64,26.14,"D",61.9,65.4,60.7,57,6,0,3,0,2,3.25,1,0,0,158.3,23,25,1.19,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,1,0,0,0.25,2,1,0,1,1,0,5,1,1,1,1,25,1,0,0,0,0.048,0,1,0,25,0,0.333,0,8,0,6
"SAMMY BROWN","CLEMSON",61,25.61,"D",49.6,53.3,54.3,51.5,6,1,3,1,4,2.75,1,0,16.7,100,1.5,8,0.64,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0.4,3,0,0,1,2,1,8,2,0,2,1,16,0,0,0,0,0,0,0,0,8,0,0.444,0,10,0,6
"LANDON DANLEY","VIRGINIA",29,25.31,"D",50.2,35.1,NA,66.2,3,0,2,0,0,0,1,0,NA,87.5,-7,5,0.42,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,1,1,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3
"CARTER STOUTMIRE","ARKANSAS",20,24.64,"D",55.7,47.8,58.8,63.6,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"GARY BRYANT III","SYRACUSE",28,24.46,"D",45,52.2,55.4,47.5,5,0,2,0,2,6,1,1,0,58.3,4.5,7,0.78,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.286,1,1,1,1,1,0,5,2,0,1,0.5,7,0,0,0,1,0,0.5,0,0,3.5,0,0.4,0,7,0,3
"MALCOLM JONES","IOWA STATE",21,23.31,"D",59,64,NA,55.6,1,0,0,0,0,0,0,0,NA,65.6,4.8,10.5,2.33,0,0,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.5,21,1,0,0,0,0.111,0,0.25,0,5.3,0,0,0,1,0,1
"REGGIE POWERS III","OKLAHOMA",50,21.89,"D",54.7,41.2,61.6,61.4,3,0,2,0,2,10,1,0,0,108.3,3,10,0.48,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.4,1,1,0,0,1,0,5,1,1,1,1,10,1,0,1,0,0,0,1,0,10,0,0.667,0,5,0,4
"XE'REE ALEXANDER","WASHINGTON",17,21.21,"D",56,53.4,58.2,73.2,3,0,1,0,1,5,0,0,0,97.9,6,7.5,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0.25,0,1,0,0,0,0,3,2,2,2,1,15,0,0,0,0,0,0,0,0,7.5,0,0.5,0,4,0,3
"KEDRICK WALKER","BAYLOR",27,19.87,"F",48.9,50.8,56.1,54.2,1,0,1,0,0,3,1,0,0,112.5,5,11,0.85,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,1,11,1,0,0,0,0,0,1,0,11,0,0,0,1,0,0
"FRED JOHNSON","S CAROLINA",52,19.64,"F",40,49.7,57.6,39.7,7,3,2,2,1,4,0,0,0,158.3,11.5,17.8,3.23,1,0,0,0,0,0,3,0,1,NA,0,0,0,0,1,0,0,0.125,0,2,1,0,0,3,7,4,1,4,1,71,3,0,0,0,0.136,0,0.75,0,17.8,0,0.25,0,8,0,5
"CAM TORBOR","W VIRGINIA",24,19.03,"F",48.1,57.2,64.6,42.3,NA,0,0,NA,NA,0,0,NA,8.3,118.8,-2,1,0.25,NA,1,0,0,NA,0,0,1,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,0,0,1,NA,2,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,NA,NA,NA,0,0
"CHASE SMITH","MIAMI FL",50,18.61,"F",48.4,53.6,65.3,47.6,2,0,1,0,0,0,0,0,0,80.6,3.3,8.3,0.87,0,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,2,4,0.667,33,1,0,0,5,0,0.833,0.167,0,5.5,0,0,0,2,0,2
"JUSTIN CRYER","TEXAS",32,17.55,"F",40.2,56.6,54.7,40.7,2,0,0,0,0,2,1,0,16.7,52.1,3.8,10,1.25,0,0,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,6,2,0,2,0.4,20,1,0,0,0,0,0,0.2,0,4,0,0,0.5,3,0,1
"MIKAI GBAYOR","FLORIDA ST",34,16.68,"F",44.7,58.7,57.2,42.6,5,2,1,1,0,18,0,0,0,158.3,12.5,15.5,3.26,1,0,0,0,1,0,3,0,0,NA,0,0,0,0,1,0,0,0.167,0,1,0,0,0,2,4,3,0,4,1,62,3,0,0,0,0.158,0,0.75,0,15.5,0,0,0.25,5,0,2
"CHRIS D'APPOLONIA","SYRACUSE",59,16.5,"F",52.1,49.4,54.2,57.4,3,1,0,1,1,0,0,0,12.5,118.8,8.5,15,1.2,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.25,0,0,0,1,1,1,4,1,0,2,1,30,1,0,0,1,0.04,0.5,0.5,0,15,0,0.5,0,4,0,4
"AMARE CAMPBELL","TENNESSEE",38,16.38,"F",49.5,53.5,55.9,51.6,4,0,2,0,0,2,0,0,0,97.9,4.5,7.5,0.88,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,6,2,0,2,1,15,0,0,0,1,0,0.5,0,0,7.5,0,0,0.333,5,0,4
"MOSES WALKER","RUTGERS",31,16.08,"F",50.1,46.2,60,56.7,4,1,1,0,1,4,0,0,0,81.3,7,8.5,1.13,2,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,0,0,2,4,1,0,2,0.667,17,1,0,0,3,0.067,1,0.333,0,5.7,0,0.333,0.333,6,0,4
"BRADLEY SHAW","ARKANSAS",15,15.68,"F",51.8,61.2,63,44.8,2,1,1,1,0,4,0,0,0,118.8,14,33,4.71,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,1,33,1,0,0,1,0.143,1,1,0,33,0,0,0,2,0,0
"CAMERON LINDSEY","PITTSBURGH",20,14.78,"F",63.4,49,70.8,64.9,1,0,0,0,1,0,0,0,8.3,104.2,3,9,1.13,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,1,0,0,1,1,9,1,0,0,1,0,1,1,0,9,0,1,0,2,0,2
"LUKE MERGOTT","DUKE",29,13.24,"F",46.9,48.5,65.6,49.1,1,0,1,0,1,0,0,0,25,67.7,7.5,11.5,1.1,0,1,2,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.667,0,1,0,1,1,0,5,3,1,2,0.5,23,1,0,0,2,0.048,0.5,0.25,0,5.8,0,1,0.5,3,0,2
"BRADLEY GOMPERS","DUKE",27,12.31,"F",50.9,42.3,56.9,63.1,0,0,0,0,1,0,1,0,10,39.6,-5,0,0,0,1,1,0,1,1,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,1
"JAHLEEL CULBREATH","UCF",22,11.84,"F",38,56.4,50,42.7,2,1,1,1,0,3,0,0,12.5,118.8,4.5,15,3,0,2,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,2,2,1,4,2,0,2,1,30,2,0,0,1,0.1,0.5,1,0,15,0,0,1,3,0,2
"BRAXTON LINDSEY","BYU",22,10.91,"F",35.9,51.3,61.5,42.5,0,0,0,0,1,0,1,0,4.5,83.3,-5,4,1,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,1,0,1,1,4,0,0,0,1,0,1,0,0,4,0,1,0,1,0,2
"CARMYCAH GLASS","HOUSTON",25,9.52,"F",46.8,48.4,59.2,51.8,3,0,0,0,0,0,0,0,0,108.3,4,14,2.8,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0.75,42,2,0,0,3,0.067,0.75,0.5,0,10.5,0,0,0,3,0,3
"MASON MURAGIN","ILLINOIS",36,5.52,"F",37.5,66.5,52.6,27.9,1,1,0,0,0,0,0,0,0,118.8,6,13,4.33,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,3,1,0,1,1,13,1,0,0,0,0,0,1,0,13,0,0,0.5,1,0,1
"JOJO HAYDEN","PURDUE",42,3.8,"F",38.3,45.1,66.6,45.7,1,0,0,0,2,9,0,0,16.7,143.1,1.3,16.5,1.65,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,2,0,0,0.667,0,0,0,1,1,0,7,2,0,2,0.667,33,2,0,0,0,0.05,0,0.667,0,11,0,0.667,0,3,0,3
"BRANDON MIYAZONO","SMU",27,2.17,"F",41.2,34.9,NA,56.5,3,0,1,0,2,1,0,0,NA,118.8,11,15,1.07,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.4,1,0,0,0,0,0,5,1,0,1,1,15,1,0,0,0,0.071,0,1,0,15,0,0.667,0,5,0,2
"MAX HARRIS","ARIZONA",31,1.18,"F",43.4,27.8,53.5,59.8,2,1,0,0,1,0,0,0,0,83.3,0.5,4,0.47,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,4,1,0,2,1,8,1,0,0,0,0,0,0.5,0,4,0,1,0.333,4,0,3
"RAY CONEY","TEXAS A&M",38,0,"F",28.2,46.1,59.3,27.8,5,1,1,1,0,3,0,0,0,156.3,12,21,4.2,0,0,1,0,1,0,2,0,0,NA,0,0,0,0,1,0,0,0.167,1,0,0,0,0,1,9,5,0,3,0.75,63,3,0,0,3,0.133,0.75,0.75,0,15.8,0,0,0.5,6,0,6
