"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"ZINA UMEOZULU","TEXAS",31,35.32,"D","ED",2026,"SEC",82.3,70.1,78.6,60,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,20,0.2,0.2,10,11,5,0,0.182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,"P4",156,NA,156
"CHIMA CHINEKE","IOWA",21,34.92,"D","ED",2026,"Big Ten",74.9,70.7,59.5,61.2,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,1,1,0,11,0.091,0.182,9.1,10,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,0,1,1,1,0,1,0,0,0,0,0,2,2,1,0,0,"P4",186,NA,186
"NAHSIR TAYLOR","MARYLAND",49,34.61,"D","ED",2026,"Big Ten",51.3,50.4,61.5,50,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,23,0.087,0.043,4.3,24,2,0.167,0.083,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0.333,1,2,0,0.4,2,1,2,1,0,0,6,6,0,0,0,"P4",212,NA,212
"MILES CAPERS","VANDERBILT",46,33.97,"D","ED",2026,"SEC",51,49.1,52,62.7,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,3,22,0,0.045,2.3,16,0,0.188,0.125,3,8,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0.4,3,0,0,0.4,0,3,2,0,0,0,5,5,0,0,0,"P4",12,NA,12
"ANTO SAKA","TEXAS A&M",23,33.84,"D","ED",2026,"SEC",65.4,64.2,62.2,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,0.091,9.1,12,2,0.083,0.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,"P4",52,NA,52
"SIDNEY STEWART","MARYLAND",77,33.56,"D","ED",2026,"Big Ten",50,41.9,56.9,62.6,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,6,7,37,0.054,0.054,2.7,33,5.5,0.182,0.061,6,7,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0.5,0,1,0,0.6,2,0,3,1,0,0,6,6,0,1,0,"P4",213,NA,213
"MICAH CARTER","LOUISVILLE",33,33.35,"D","ED",2026,"ACC",64.5,79,52.1,64.1,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,4,1,17,0,0.059,2.9,14,1.67,0,0.357,0,2,1,1,4,4,0,0,0,0,83.3,2,0,0,0,0,0,0,0,0,0,0,0,4,-5,0,19,5,0,0,3,1,0,3,0,0,2,0,0,5,5,0,2,0,"P4",111,NA,111
"PRINCE WILLIAMS","ARIZONA",28,33.35,"D","ED",2026,"Big 12",64.2,64.5,60.5,60,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,1,19,0.053,0.105,5.3,8,1,0.125,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",240,NA,240
"RAMZAK FRUEAN","WASHINGTON",33,33.18,"D","ED",2026,"Big Ten",64.6,65.6,58.9,60.3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,2,10,0.1,0.1,5,20,2,0.1,0.2,2,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,2,1,0,0,2,2,0,0,0,0,4,4,0,0,0,"P4",246,NA,246
"JALEN ANDERSON","FLORIDA ST",43,33.04,"D","ED",2026,"ACC",49.4,46.1,57.9,NA,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,3,4,22,0.091,0.045,2.3,21,9.5,0.191,0.048,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,0.5,0,1,0,0.5,2,0,2,0,0,0,4,4,0,0,0,"P4",238,NA,238
"ALEX BRAY","KANSAS",16,32.99,"D","ED",2026,"Big 12",79.3,79.7,62,NA,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,8,0.125,0.125,6.3,8,1,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3,0,1,2,1,0,2,1,0,0,0,0,3,3,0,0,0,"P4",125,NA,125
"DARIEN MAYO","CLEMSON",27,32.93,"D","ED",2026,"ACC",67.2,66.5,62.4,60,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,15,0.133,0.067,3.3,11,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,2,1,0,0,0,0,3,3,0,0,0,"P4",179,NA,179
"ERNEST COOPER","STANFORD",49,32.59,"D","ED",2026,"ACC",65.4,64.7,61.2,60.2,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,4,2,18,0.056,0.111,5.6,30,6.67,0.067,0.033,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,1,0,0,3,0,0,1,0,0,4,4,0,1,0,"P4",26,NA,26
"TEVARUA TAFITI","STANFORD",55,32.02,"D","ED",2026,"ACC",67.3,73.3,58.7,53.5,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,12,0.083,0,0,35,4,0.029,0.114,1,8,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,1,0,0,0,0,0,0,0,0,11,9,0.25,3,3,1,0.1,6,3,1,0,0,1,12,12,0,0,2,"P4",27,NA,27
"WENDELL GREGORY","KANSAS ST",50,31.66,"D","ED",2026,"Big 12",66.2,68.8,54,71.7,0,0,2,0,0,0,3,3,0,0,0,0,0,2,0,2,0,3,1,25,0.04,0.12,6,23,-1,0.043,0.174,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,1,0,2,2,0,1,0,"P4",154,NA,154
"LONDON MERRITT","CLEMSON",33,31.4,"D","ED",2026,"ACC",66.5,62.3,65.4,62.2,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,15,0.2,0.2,10,13,0,0,0,0,5,1,0.5,4,4,0,0,0,0,56.3,0.8,0,0.8,0,0,1,0,0,0,0,0,0,2,2.5,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"P4",206,NA,206
"LAMONT LESTER JR.","COLORADO",31,31.33,"D","ED",2026,"Big 12",65.6,73.8,60.9,60,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,13,0.231,0.231,11.5,17,0,0,0.176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0.333,2,0,0,0,0,2,0,0,0,1,3,3,0,0,1,"P4",197,NA,197
"DOMINIC LOLESIO","ARIZONA",18,31.25,"D","ED",2026,"Big 12",75.7,56.8,64.8,73.4,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,14,0.071,0.071,3.6,4,4,0.25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3,0,0,1,0,0,1,0,0,2,0,0,3,3,0,2,0,"P4",76,NA,76
"EZEKIEL LARRY","VIRGINIA",16,31.16,"D","ED",2026,"ACC",73.7,70.5,65.9,60,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0.2,0.2,10,10,3,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",61,NA,61
"KAMERYN CRAWFORD","USC",53,30.46,"D","ED",2026,"Big Ten",65.3,59,73.7,60,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,7,30,0.167,0.067,3.3,22,5,0.227,0.273,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,1,0,0.333,2,0,1,0,0,1,4,4,0,0,1,"P4",146,NA,146
"ONYE NWOSISI","BOSTON COL",49,30.23,"D","ED",2026,"ACC",58.5,55.3,61,60,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,2,28,0.107,0.071,3.6,20,3.5,0.1,0.05,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.333,0,2,0,0.333,2,0,1,0,0,0,3,3,0,0,0,"P4",138,NA,138
"ASHTON PORTER","HOUSTON",54,30.11,"D","ED",2026,"Big 12",61.7,62.4,58.8,NA,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,26,0.039,0,0,28,4,0.107,0.071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,0,2,1,0,0,1,2,0,0,0,0,3,3,0,0,0,"P4",130,NA,130
"DAVID OMOPARIOLA","SYRACUSE",33,30.07,"D","ED",2026,"ACC",53.5,53.3,46.8,65.2,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,1,1,2,5,13,0.077,0.154,7.7,18,2,0.167,0.167,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0.6,0,1,0,0.5,1,0,1,1,0,0.667,5,5,0,1,2,"P4",73,NA,73
"KENYATTA JACKSON JR.","OHIO STATE",22,29.82,"D","ED",2026,"Big Ten",64.1,56,70.5,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,12,0.083,0.083,4.2,10,0,0.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.5,0,1,1,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",54,NA,54
"TREY WHITE","TEXAS TECH",35,29.41,"D","ED",2026,"Big 12",61.5,63.8,57.7,60.7,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,21,0,0.048,4.8,11,2,0.091,0.182,1,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,"P4",47,NA,47
"CALEB WHEATLAND","MICH STATE",21,29.37,"D","ED",2026,"Big Ten",78.9,73.1,NA,72.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,12,5,0.083,0.25,1,9,1,0.5,6,6,0,0,0,0,56.3,0.67,0,0.778,0,0,1,0,1,0,0,0,0,3,4,0,44,4,0.2,1,0,0,0.333,2,0,1,1,0,0,5,5,1,1,0,"P4",22,NA,22
"SUNTARINE PERKINS","OLE MISS",42,29.26,"D","ED",2026,"SEC",72.9,75.7,51.9,76.5,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,17,0,0.059,2.9,19,1.67,0,0.211,0,6,0,0,0,0,0,0,0,1,39.6,0,0,0.667,0,2,1,0,1,0,1,0,0,0,0.5,0.5,4,4,0,1,2,0,0,2,0,0,1,0,0,4,4,1,1,0,"P4",86,NA,86
"ISAAC TERRELL","IOWA STATE",21,29.12,"D","ED",2026,"Big 12",72.2,72,63.1,NA,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,12,0.167,0,0,9,-2,0,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",135,NA,135
"JAMOND MATHIS","TEXAS TECH",24,28.97,"D","ED",2026,"Big 12",57.1,49.1,62.7,62.6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,13,0.154,0.077,3.9,8,11,0.25,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.333,0,0,0,0.5,1,0,1,0,0,0,3,3,0,1,0,"P4",75,NA,75
"NUSI TAUMOEPEAU","BYU",31,28.81,"D","ED",2026,"Big 12",61.6,49.7,64.8,65.8,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,17,0.118,0.118,5.9,7,0,0.143,0,1,7,1,1,0,0,0,0,0,0,79.2,0,0,0.286,0,1,0,0,0,0,1,0,0,0,-4,0,5,2,0.333,0,0,0,1,0,0,1,1,0,0,3,3,0,2,0,"P4",232,NA,232
"CAYMAN SPAULDING","GA TECH",38,28.73,"D","ED",2026,"ACC",66.7,63.8,68.2,62.5,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,8,3,2,0.5,0,0,29,3.67,0.103,0.069,3,7,0,0,0,0,0,0,0,0,39.6,0,0,0.429,0,0,1,0,0,0,0,0,0,0,-6,0,1,7,0,1,3,2,0,6,1,0,0,0,0,7,7,0,0,0,"P4",110,NA,110
"WILL HOLMES","ILLINOIS",31,28.73,"D","ED",2026,"Big Ten",72.2,70.4,66.3,NA,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,21,0.191,0.143,7.1,10,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",168,NA,168
"LUKE WAFLE","USC",50,28.7,"D","ED",2026,"Big Ten",56.2,56.6,54.4,70.8,0,1,1,0,0,0,3,3,0,1,0,0,0,0,0,1,1,4,4,29,0.035,0.103,5.2,19,3.4,0.158,0.105,3,2,0,0,0,0,0,0,0,1,39.6,0,0,0.5,0,0,0,0,1,0,0,0,0,0,21,1,94,6,0.25,1,1,0,0.143,5,1,1,0,0,1,8,8,0,0,1,"P4",244,NA,244
"HUNTER CLEGG","BYU",25,28.69,"D","ED",2026,"Big 12",74,63,71.2,80.9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,12,0.083,0.083,4.2,9,0,0,0,0,4,1,1,0,0,0,0,1,0,39.6,0,0,1,0,1,0,1,2,0,1,0,1,0,-2,0,90,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,"P4",204,NA,204
"WILL WHITSON","MISS STATE",47,28.64,"D","ED",2026,"SEC",66.2,66.5,61.9,NA,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,26,0.039,0.039,3.9,21,2.5,0.048,0.095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3,0,0,2,0,0,2,0,0,1,0,0,3,3,0,0,0,"P4",1,NA,1
"MI'QUISE HUMPHREY-GRACE","KENTUCKY",64,28.53,"D","ED",2026,"SEC",69.9,66.7,59.2,65.6,0,1,2,0,0,0,5,5,0,0,0,0,0,0,0,0,1,4,1,44,0.091,0.114,5.7,20,3,0.05,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,4,0,1,1,0,0,2,0,0,1,0,0,4,4,1,1,0,"P4",62,NA,62
"IMMANUEL EZEOGU","COLORADO",36,28.27,"D","ED",2026,"Big 12",76.5,75,66.5,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,11,0.182,0.091,4.5,25,-4,0,0.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",188,NA,188
"KAMAR MOTHUDI","CAL",21,28.17,"D","ED",2026,"ACC",66.7,69.6,59.7,61.9,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,7,3,0.143,0.286,1,13,3,0.75,14,4.7,0,1,0,0,79.2,1.08,0,0.692,0,3,0,1,1,0,0.75,0.25,0,3.5,2,0,3,4,0.2,1,2,0,0.25,2,1,1,1,1,0,5,5,0,1,0,"P4",166,NA,166
"KEAHNIST THOMPSON","MICH STATE",28,27.67,"D","ED",2026,"Big Ten",70.1,70.9,60.4,NA,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0.1,0,0,18,1,0,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,0,2,1,0,0,1,2,0,0,0,0,3,3,0,0,0,"P4",42,NA,42
"JORDAN NORMAN","TENNESSEE",22,27.67,"D","ED",2026,"SEC",82.4,74.2,76.6,60,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,12,0.083,0.083,4.2,9,-4,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",80,NA,80
"MATAYO UIAGALELEI","OREGON",18,27.6,"D","ED",2026,"Big Ten",63.6,56.7,69.1,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,8,0.125,0.25,12.5,10,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",105,NA,105
"TREY LISLE","MICH STATE",26,27.39,"D","ED",2026,"Big Ten",63.2,62.8,59.8,60,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,1,12,0.083,0.167,8.3,14,4,0.071,0.071,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,1,0,"P4",199,NA,199
"HARPER HOLLOMAN","W VIRGINIA",43,27.26,"D","ED",2026,"Big 12",57.4,57.2,59.4,58.4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,2,18,0.056,0.056,2.8,24,0,0.042,0.042,1,1,1,1,8,8,0,0,0,0,100,8,0,0,0,1,0,1,1,0,1,0,0,8,-2,0,50,0,1,0,0,0,1,0,0,1,0,0,1,2,2,0,0,1,"P4",152,NA,152
"KE'VON CARTER","NC STATE",15,27.21,"D","ED",2026,"ACC",58.3,56.7,56.9,62.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4,0,0.25,12.5,9,9,0.111,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,"P4",234,NA,234
"JUSTUS BOONE","WISCONSIN",19,27.16,"D","ED",2026,"Big Ten",67.8,67.4,61.6,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,11,0.091,0.091,4.5,8,2,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",11,NA,11
"GARRICK PONDER","BAYLOR",44,26.97,"D","ED",2026,"Big 12",53.6,56.9,52.6,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,26,0,0.039,1.9,17,6,0.059,0.059,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0.5,0,0,0,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",60,NA,60
"ISAIAH WARD","WASHINGTON",33,26.86,"D","ED",2026,"Big Ten",62.6,63.6,69.9,48.3,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,16,0.188,0.125,6.3,15,2,0.067,0.2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0.667,0,1,0,0.5,1,0,1,0,0,1,3,3,0,0,1,"P4",46,NA,46
"CADEN CRAWFORD","IOWA STATE",18,26.84,"D","ED",2026,"Big 12",70.8,61.3,70.9,NA,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,11,0.273,0.091,4.5,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",21,NA,21
"CHASE BOND","NC STATE",37,26.69,"D","ED",2026,"ACC",68,70.4,60.7,63.3,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,29,0.103,0.035,1.7,7,0,0,0.143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0,2,0,0,0,0,1,0,0,0,0,3,3,1,1,0,"P4",142,NA,142
"TAUSILI AKANA","BYU",25,26.52,"D","ED",2026,"Big 12",63,76.1,58.5,NA,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,19,0.053,0,0,6,-1.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,0,1,2,2,0,2,1,0,0,0,0,3,3,0,0,0,"P4",127,NA,127
"ANTHONY JONES JR.","NEBRASKA",35,26.49,"D","ED",2026,"Big Ten",69.2,70.6,52.7,73.7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,15,5,0,0.133,0,3,1,1,8,8,0,0,0,0,100,2.67,0,1,0,0,0,0,1,0,0,0,0,8,6,0,5,4,0,1,1,0,0,1,1,0,2,0,0,4,4,0,2,0,"P4",25,NA,25
"MASON CARTER","VANDERBILT",38,26.48,"D","ED",2026,"SEC",60.4,62,60.9,55.4,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,2,17,0.059,0.059,2.9,20,2,0.05,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,3,0.25,1,1,0,0,1,1,0,1,0,0.5,4,4,0,1,1,"P4",157,NA,157
"JORDAN ROSS","LSU",63,26.43,"D","ED",2026,"SEC",57,58.5,58.4,55.8,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,2,36,0.056,0.083,4.2,17,0,0.059,0.059,1,10,1,1,14,14,0,1,0,0,118.8,1.4,0,0.5,0,1,0,1,0,0,1,1,0,14,14,0,29,2,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0,"P4",178,NA,178
"TYREESE FEARBRY","WISCONSIN",43,26.39,"D","ED",2026,"Big Ten",70.6,81.2,58.5,57.5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,19,0.053,0,0,19,2.5,0,0.316,0,5,2,1,20,10,0,1,0,0,108.3,4,1,0.4,0,0,0,1,0,0.2,0,0.5,0,10,0.5,0,7,3,0.25,0,2,0,0,2,0,0,1,0,0.5,4,4,0,1,1,"P4",59,NA,59
"JOSEPH JONAH-AJONYE","GEORGIA",24,26.07,"D","ED",2026,"SEC",69.3,76.4,54.4,62.1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,7,2.33,0,0.429,0,2,1,1,8,8,0,0,0,0,100,4,0,0.5,0,1,0,0,0,0,1,0,0,8,3,0,99,5,0,1,2,0,0,3,1,0,0,0,0,5,5,0,1,0,"P4",159,NA,159
"MARCO JONES","TEXAS A&M",34,25.81,"D","ED",2026,"SEC",67.6,59.3,69.3,65.2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,12,0.167,0.083,4.2,18,0,0.056,0.111,1,4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0.25,1,0,0,0,0,1,0,0,0,0.333,4,4,0,2,1,"P4",226,NA,226
